    n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, icantbelieveitcansort_cmp, icantbelieveitcansort_swaps, icantbelieveitcansort_time, heapsort_cmp, heapsort_swaps, heapsort_time
 1805,       1630620,          812609,            939,     71698,        5815,        121,                   6519661,                      805783,                       2161,        92943,          41409,           125
 1806,       1632189,          813392,            828,     72568,        5761,        119,                   6526885,                      806555,                       2170,        92932,          41385,           125
 1807,       1633194,          813893,            829,     72828,        5810,        120,                   6534113,                      807048,                       2268,        92910,          41361,           125
 1808,       1634315,          814452,            830,     73261,        5736,        118,                   6541345,                      807598,                       2416,        92993,          41447,           133
 1809,       1637378,          815982,            866,     74006,        5698,        121,                   6548581,                      809110,                       2272,        93168,          41510,           125
 1810,       1637607,          816095,           2102,     71308,        5789,        122,                   6555821,                      809220,                       2171,        93263,          41510,           126
 1811,       1640294,          817437,           1147,     72156,        5838,        180,                   6563065,                      810545,                       2430,        93215,          41493,           124
 1812,       1643161,          818869,            834,     71661,        5831,        120,                   6570313,                      811960,                       2273,        93309,          41530,           124
 1813,       1644946,          819760,           1006,     73080,        5821,        191,                   6577565,                      812840,                       2469,        93339,          41600,           126
 1814,       1647637,          821104,            837,     72809,        5784,        121,                   6584821,                      814167,                       2300,        93456,          41640,           126
 1815,       1647898,          821233,            838,     71913,        5829,        122,                   6592081,                      814293,                       2341,        93402,          41601,           126
 1816,       1649049,          821807,            837,     73340,        5797,        118,                   6599345,                      814858,                       2315,        93513,          41682,           126
 1817,       1652460,          823511,            838,     72351,        5821,        120,                   6606613,                      816542,                       2399,        93678,          41710,           201
 1818,       1655803,          825181,           1227,     72082,        5747,        186,                   6613885,                      818193,                       2322,        93490,          41615,           125
 1819,       1658994,          826775,            843,     71894,        5903,        121,                   6621161,                      819768,                       2325,        93792,          41800,           125
 1820,       1659279,          826916,            844,     72241,        5821,        119,                   6628441,                      819906,                       2326,        93925,          41883,           125
 1821,       1659290,          826920,            845,     72273,        5823,        119,                   6635725,                      819910,                       2283,        93983,          41884,           128
 1822,       1661889,          828218,            841,     73211,        5855,        126,                   6643013,                      821192,                       2814,        93886,          41840,           129
 1823,       1662576,          828560,            955,     72298,        5808,        204,                   6650305,                      821530,                       2609,        93823,          41795,           126
 1824,       1665775,          830158,            846,     72642,        5786,        121,                   6657601,                      823109,                       2337,        93977,          41902,           128
 1825,       1668442,          831490,            845,     72366,        5822,        121,                   6664901,                      824424,                       2301,        94040,          41848,           126
 1826,       1668963,          831749,            849,     73415,        5855,        120,                   6672205,                      824679,                       2213,        94088,          41942,           126
 1827,       1672342,          833437,           1287,     76073,        5699,        121,                   6679513,                      826348,                       2222,        94052,          41853,           126
 1828,       1673349,          833939,            850,     75409,        5738,        120,                   6686825,                      826842,                       2265,        94199,          41942,           127
 1829,       1674772,          834649,            849,     73177,        5801,        122,                   6694141,                      827541,                       2354,        94298,          42008,           125
 1830,       1674959,          834741,            850,     76503,        5809,        119,                   6701461,                      827631,                       2350,        94336,          42040,           128
 1831,       1678374,          836447,            850,     74419,        5827,        120,                   6708785,                      829317,                       2913,        94416,          42053,           246
 1832,       1679963,          837240,            855,     73729,        5825,        123,                   6716113,                      830099,                       2303,        94567,          42187,           126
 1833,       1683358,          838936,            856,     73736,        5793,        120,                   6723445,                      831775,                       2352,        94613,          42167,           127
 1834,       1685293,          839902,            857,     72712,        5851,        121,                   6730781,                      832729,                       2344,        94659,          42204,           126
 1835,       1685980,          840244,            856,     73439,        5834,        118,                   6738121,                      833067,                       2982,        94637,          42140,           172
 1836,       1687079,          840792,           1008,     73301,        5876,        123,                   6745465,                      833605,                       3039,        94654,          42162,           206
 1837,       1689698,          842100,            994,     73399,        5958,        123,                   6752813,                      834896,                       2397,        94811,          42283,           128
 1838,       1692111,          843305,            903,     73352,        5912,        127,                   6760165,                      836086,                       2263,        94694,          42170,           127
 1839,       1694436,          844466,            881,     73584,        5890,        183,                   6767521,                      837233,                       2402,        94818,          42246,           127
 1840,       1697297,          845895,           1166,     74799,        5857,        170,                   6774881,                      838644,                       2683,        95057,          42349,           128
 1841,       1697508,          845999,            869,     73542,        5846,        122,                   6782245,                      838746,                       2589,        95063,          42379,           155
 1842,       1700509,          847498,            864,     73150,        5927,        124,                   6789613,                      840227,                       2391,        95069,          42352,           127
 1843,       1702880,          848682,            949,     72901,        5935,        123,                   6796985,                      841397,                       2829,        95134,          42376,           199
 1844,       1703823,          849152,           1673,     73106,        5906,        180,                   6804361,                      841859,                       3309,        95146,          42388,           128
 1845,       1706898,          850688,            876,     74580,        5924,        123,                   6811741,                      843376,                       2377,        95207,          42404,           128
 1846,       1708341,          851408,            900,     74090,        5928,        122,                   6819125,                      844084,                       3156,        95197,          42400,           204
 1847,       1710250,          852361,           1368,     74065,        5919,        145,                   6826513,                      845024,                       2287,        95350,          42513,           129
 1848,       1713889,          854179,           1238,     74921,        5850,        164,                   6833905,                      846819,                       2869,        95427,          42488,           129
 1849,       1717142,          855804,            912,     74855,        5872,        123,                   6841301,                      848424,                       2927,        95400,          42462,           154
 1850,       1718105,          856284,            873,     74079,        5883,        123,                   6848701,                      848895,                       2587,        95684,          42623,           204
 1851,       1718924,          856692,           1338,     74562,        5925,        197,                   6856105,                      849296,                       5223,        95578,          42565,           176
 1852,       1721549,          858003,           1354,     73643,        5978,        452,                   6863513,                      850590,                       3937,        95649,          42633,           195
 1853,       1723842,          859148,           2238,     73824,        5958,        198,                   6870925,                      851721,                       3805,        95784,          42663,           216
 1854,       1726679,          860565,           1008,     73863,        5971,        124,                   6878341,                      853120,                       4138,        95586,          42522,           174
 1855,       1729726,          862087,           1315,     73864,        5938,        177,                   6885761,                      854624,                       2960,        95825,          42677,           149
 1856,       1732347,          863396,            902,     74445,        5971,        135,                   6893185,                      855916,                       3013,        95874,          42712,           135
 1857,       1733150,          863796,            887,     74478,        5979,        133,                   6900613,                      856309,                       3969,        95909,          42773,           186
 1858,       1734189,          864314,           1317,     75236,        5903,        194,                   6908045,                      856818,                       3089,        95993,          42756,           190
 1859,       1735194,          864815,           1292,     74466,        5939,        129,                   6915481,                      857310,                       4442,        96044,          42778,           197
 1860,       1737935,          866184,           1861,     74363,        6006,        196,                   6922921,                      858661,                       4134,        96102,          42828,           130
 1861,       1740212,          867321,            925,     73654,        5991,        154,                   6930365,                      859784,                       2554,        96122,          42822,           135
 1862,       1741675,          868051,           1132,     73907,        6001,        194,                   6937813,                      860502,                       3702,        96283,          42885,           205
 1863,       1742442,          868433,           1320,     73834,        6019,        196,                   6945265,                      860877,                       3966,        96388,          42968,           179
 1864,       1745635,          870028,           1266,     75086,        5960,        124,                   6952721,                      862452,                       2435,        96317,          42914,           134
 1865,       1748456,          871437,            890,     74291,        5991,        124,                   6960181,                      863843,                       2624,        96393,          42974,           129
 1866,       1748693,          871554,            889,     74451,        5994,        123,                   6967645,                      863957,                       2459,        96431,          42961,           129
 1867,       1752296,          873354,            889,     77591,        5940,        121,                   6975113,                      865734,                       2575,        96490,          42981,           129
 1868,       1756029,          875219,           1029,     76410,        5939,        124,                   6982585,                      867575,                       2466,        96594,          43051,           155
 1869,       1756178,          875292,           1172,     76092,        5974,        125,                   6990061,                      867646,                       3774,        96681,          43066,           204
 1870,       1756677,          875540,           1442,     75967,        5988,        194,                   6997541,                      867890,                       4075,        96735,          43130,           193
 1871,       1758094,          876247,           1055,     75227,        6032,        132,                   7005025,                      868586,                       3982,        96693,          43076,           271
 1872,       1758355,          876376,           1333,     76443,        5980,        200,                   7012513,                      868712,                       3024,        96903,          43201,           133
 1873,       1761734,          878064,            908,     74981,        5995,        127,                   7020005,                      870379,                       3282,        96945,          43241,           206
 1874,       1764703,          879547,           1329,     73834,        6035,        199,                   7027501,                      871843,                       4397,        97029,          43250,           208
 1875,       1765554,          879971,           1343,     75122,        6062,        199,                   7035001,                      872260,                       3754,        97053,          43230,           208
 1876,       1765675,          880030,           1341,     75170,        6054,        200,                   7042505,                      872317,                       3346,        97144,          43290,           136
 1877,       1765776,          880079,            984,     74905,        6067,        137,                   7050013,                      872365,                       4173,        97122,          43248,           134
 1878,       1769031,          881705,            897,     75608,        5984,        135,                   7057525,                      873970,                       2395,        97075,          43264,           130
 1879,       1769056,          881716,            906,     76379,        6021,        125,                   7065041,                      873981,                       2392,        97166,          43308,           131
 1880,       1770603,          882488,            901,     77473,        5959,        121,                   7072561,                      874741,                       2369,        97290,          43389,           130
 1881,       1771330,          882850,           1406,     77069,        5982,        196,                   7080085,                      875098,                       4235,        97412,          43421,           135
 1882,       1772231,          883299,            899,     76750,        6010,        127,                   7087613,                      875540,                       2511,        97445,          43401,           130
 1883,       1774218,          884291,            913,     75058,        6070,        127,                   7095145,                      876519,                       2506,        97527,          43475,           130
 1884,       1776393,          885377,            902,     76091,        6101,        124,                   7102681,                      877592,                       2416,        97447,          43442,           131
 1885,       1776530,          885444,            906,     76665,        6013,        122,                   7110221,                      877657,                       2624,        97475,          43463,           162
 1886,       1776689,          885522,            908,     77193,        5990,        144,                   7117765,                      877733,                       2364,        97570,          43518,           131
 1887,       1779792,          887072,            903,     75625,        6071,        124,                   7125313,                      879264,                       2486,        97739,          43541,           131
 1888,       1780967,          887658,            904,     75872,        6061,        123,                   7132865,                      879840,                       2362,        97758,          43565,           131
 1889,       1781740,          888043,            903,     76018,        6100,        122,                   7140421,                      880218,                       2572,        97846,          43646,           131
 1890,       1783585,          888964,            909,     74953,        6053,        126,                   7147981,                      881127,                       2803,        97961,          43690,           132
 1891,       1784956,          889648,            908,     75333,        6072,        127,                   7155545,                      881801,                       2378,        97892,          43607,           132
 1892,       1785353,          889845,            906,     75584,        6059,        124,                   7163113,                      881995,                       2461,        97910,          43627,           132
 1893,       1788424,          891379,            906,     75752,        6135,        126,                   7170685,                      883510,                       2571,        98061,          43722,           131
 1894,       1791901,          893116,            909,     76661,        6095,        125,                   7178261,                      885226,                       2550,        97984,          43725,           168
 1895,       1794742,          894535,            970,     77158,        6000,        125,                   7185841,                      886627,                       2604,        98293,          43829,           132
 1896,       1796815,          895570,            912,     76928,        6088,        125,                   7193425,                      887649,                       2393,        98315,          43852,           131
 1897,       1796888,          895605,            921,     76037,        6106,        124,                   7201013,                      887683,                       2471,        98350,          43852,           132
 1898,       1799281,          896800,            912,     76019,        6184,        126,                   7208605,                      888864,                       2488,        98293,          43789,           131
 1899,       1800210,          897263,           1079,     75418,        6061,        189,                   7216201,                      889320,                       4202,        98384,          43886,           204
 1900,       1800289,          897301,           1438,     76904,        6197,        199,                   7223801,                      889357,                       3901,        98479,          43896,           204
 1901,       1800398,          897354,           1425,     76958,        6203,        202,                   7231405,                      889409,                       4219,        98483,          43896,           183
 1902,       1803883,          899095,           1104,     77261,        6121,        127,                   7239013,                      891129,                       2578,        98474,          43882,           137
 1903,       1807552,          900928,            918,     78222,        6064,        125,                   7246625,                      892939,                       2525,        98688,          44040,           132
 1904,       1809621,          901961,            917,     76335,        6099,        125,                   7254241,                      893959,                       2585,        98632,          43986,           132
 1905,       1810148,          902223,            919,     77098,        6069,        126,                   7261861,                      894217,                       2567,        98808,          44056,           134
 1906,       1813891,          904093,            918,     77182,        6093,        197,                   7269485,                      896063,                       2853,        98909,          44136,           133
 1907,       1816632,          905462,            926,     76313,        6089,        127,                   7277113,                      897415,                       2475,        98832,          44086,           133
 1908,       1819841,          907065,            925,     75814,        6158,        157,                   7284745,                      898998,                       2556,        98898,          44170,           133
 1909,       1821570,          907928,            925,     76427,        6153,        125,                   7292381,                      899849,                       2552,        98914,          44108,           132
 1910,       1825165,          909724,            926,     76254,        6118,        125,                   7300021,                      901623,                       3091,        99015,          44178,           135
 1911,       1828082,          911181,            976,     77622,        6131,        128,                   7307665,                      903061,                       3070,        99126,          44240,           203
 1912,       1829435,          911856,           1421,     76418,        6213,        196,                   7315313,                      903726,                       3759,        99172,          44276,           133
 1913,       1832278,          913276,            930,     77384,        6158,        128,                   7322965,                      905128,                       2544,        99112,          44234,           140
 1914,       1833369,          913820,            942,     78901,        6116,        127,                   7330621,                      905663,                       2436,        99318,          44337,           134
 1915,       1836238,          915253,            932,     77390,        6215,        127,                   7338281,                      907078,                       4733,        99334,          44293,           213
 1916,       1837359,          915812,           1471,     77285,        6242,        207,                   7345945,                      907628,                       4175,        99468,          44353,           210
 1917,       1840566,          917414,           1337,     80439,        6026,        176,                   7353613,                      909210,                       2733,        99561,          44451,           205
 1918,       1844145,          919202,           1466,     78669,        6051,        204,                   7361285,                      910976,                       3952,        99430,          44348,           208
 1919,       1846554,          920405,           1407,     77352,        6078,        194,                   7368961,                      912165,                       2812,        99663,          44526,           136
 1920,       1846949,          920601,            937,     77167,        6224,        128,                   7376641,                      912358,                       3011,        99660,          44487,           205
 1921,       1849456,          921853,           1448,     77331,        6206,        209,                   7384325,                      913595,                       4345,        99726,          44491,           205
 1922,       1849739,          921993,           1448,     79018,        6099,        201,                   7392013,                      913732,                       4352,        99741,          44504,           204
 1923,       1851684,          922964,           1451,     77535,        6102,        177,                   7399705,                      914691,                       2961,        99882,          44585,           181
 1924,       1854181,          924211,           1262,     77299,        6223,        129,                   7407401,                      915923,                       2456,        99906,          44615,           134
 1925,       1857754,          925996,            943,     79479,        6139,        127,                   7415101,                      917686,                       2592,       100014,          44653,           133
 1926,       1857857,          926046,            941,     79957,        6133,        125,                   7422805,                      917735,                       2594,       100113,          44709,           134
 1927,       1861318,          927775,            944,     78110,        6162,        125,                   7430513,                      919443,                       3732,       100064,          44677,           210
 1928,       1863515,          928872,           1495,     78148,        6230,        212,                   7438225,                      920527,                       4017,       100170,          44724,           207
 1929,       1864244,          929235,           1493,     76606,        6195,        208,                   7445941,                      920885,                       4007,       100205,          44750,           213
 1930,       1867861,          931042,           1494,     80992,        6145,        205,                   7453661,                      922670,                       4343,       100134,          44649,           216
 1931,       1870318,          932269,           1505,     79669,        6181,        210,                   7461385,                      923883,                       3353,       100303,          44771,           134
 1932,       1871739,          932978,            949,     78771,        6142,        128,                   7469113,                      924582,                       2603,       100379,          44780,           134
 1933,       1873672,          933943,           1009,     77737,        6224,        129,                   7476845,                      925535,                       3407,       100517,          44861,           214
 1934,       1874405,          934308,           1488,     77541,        6185,        208,                   7484581,                      925895,                       4186,       100564,          44923,           212
 1935,       1877560,          935884,           1516,     78909,        6198,        206,                   7492321,                      927452,                       3932,       100624,          44927,           134
 1936,       1881343,          937774,            956,     81012,        6114,        127,                   7500065,                      929319,                       4460,       100712,          44974,           136
 1937,       1882444,          938323,            955,     78196,        6256,        131,                   7507813,                      929859,                       2703,       100738,          44951,           135
 1938,       1884677,          939438,            956,     77344,        6253,        128,                   7515565,                      930961,                       2581,       100815,          45011,           134
 1939,       1886634,          940415,            957,     77410,        6265,        129,                   7523321,                      931926,                       2664,       100869,          45063,           137
 1940,       1887275,          940734,            957,     78674,        6287,        130,                   7531081,                      932241,                       2819,       100925,          45040,           136
 1941,       1887884,          941037,            969,     78787,        6278,        130,                   7538845,                      932540,                       2685,       100970,          45083,           134
 1942,       1888453,          941320,            957,     79142,        6170,        125,                   7546613,                      932819,                       2501,       100961,          45054,           134
 1943,       1891212,          942698,            961,     77999,        6265,        130,                   7554385,                      934180,                       2700,       101068,          45088,           135
 1944,       1891739,          942960,            960,     77827,        6274,        131,                   7562161,                      934438,                       3093,       101195,          45192,           136
 1945,       1893420,          943799,            959,     77893,        6272,        130,                   7569941,                      935265,                       2712,       101139,          45146,           135
 1946,       1894999,          944587,            970,     77559,        6247,        128,                   7577725,                      936041,                       3368,       101232,          45243,           136
 1947,       1895464,          944818,            962,     77680,        6324,        230,                   7585513,                      936268,                       2527,       101327,          45312,           136
 1948,       1898669,          946419,            963,     78664,        6318,        129,                   7593305,                      937850,                       3353,       101491,          45359,           136
 1949,       1901948,          948057,            965,     78727,        6210,        130,                   7601101,                      939468,                       2566,       101500,          45275,           136
 1950,       1905749,          949956,            992,     80897,        6206,        128,                   7608901,                      941344,                       2678,       101496,          45337,           136
 1951,       1907630,          950895,           1053,     77846,        6258,        129,                   7616705,                      942271,                       2670,       101474,          45295,           137
 1952,       1910483,          952320,            974,     78575,        6341,        132,                   7624513,                      943678,                       2724,       101572,          45353,           141
 1953,       1912568,          953361,            971,     80619,        6303,        131,                   7632325,                      944706,                       2538,       101705,          45427,           136
 1954,       1912913,          953532,            979,     80616,        6279,        127,                   7640141,                      944874,                       2670,       101702,          45397,           212
 1955,       1914018,          954083,           1509,     80207,        6298,        210,                   7647961,                      945416,                       4499,       101839,          45505,           212
 1956,       1917531,          955838,           1366,     80199,        6208,        130,                   7655785,                      947150,                       2656,       101881,          45498,           138
 1957,       1919270,          956706,            976,     79248,        6261,        129,                   7663613,                      948006,                       2783,       101913,          45530,           138
 1958,       1922229,          958184,           1425,     78455,        6358,        213,                   7671445,                      949465,                       3920,       102035,          45584,           138
 1959,       1922250,          958193,            980,     82951,        6299,        132,                   7679281,                      949474,                       2606,       102091,          45607,           138
 1960,       1925691,          959912,           2221,     78054,        6334,        131,                   7687121,                      951172,                       2549,       102121,          45617,           139
 1961,       1928690,          961410,            977,     80291,        6295,        128,                   7694965,                      952651,                       2738,       101998,          45521,           138
 1962,       1931181,          962654,            979,     79230,        6337,        132,                   7702813,                      953881,                       2586,       102230,          45655,           136
 1963,       1931792,          962958,            978,     79556,        6285,        128,                   7710665,                      954181,                       3056,       102300,          45729,           211
 1964,       1935131,          964626,           1512,     78637,        6334,        212,                   7718521,                      955828,                       4356,       102306,          45697,           138
 1965,       1936354,          965236,            981,     80078,        6332,        130,                   7726381,                      956428,                       2647,       102392,          45725,           137
 1966,       1940083,          967099,            984,     79705,        6282,        129,                   7734245,                      958268,                       2660,       102383,          45700,           137
 1967,       1941302,          967707,            983,     78210,        6359,        143,                   7742113,                      958866,                       2934,       102454,          45741,           137
 1968,       1942635,          968372,            985,     80592,        6263,        130,                   7749985,                      959521,                       2708,       102526,          45794,           137
 1969,       1943638,          968872,            987,     80694,        6263,        130,                   7757861,                      960013,                       2632,       102524,          45766,           137
 1970,       1944367,          969235,            986,     80869,        6240,        129,                   7765741,                      960372,                       2591,       102733,          45894,           137
 1971,       1946636,          970368,            987,     79084,        6370,        130,                   7773625,                      961492,                       3073,       102768,          45903,           138
 1972,       1947459,          970778,            987,     80359,        6374,        133,                   7781513,                      961895,                       3465,       102673,          45852,           211
 1973,       1950352,          972223,           1530,     79356,        6352,        213,                   7789405,                      963322,                       3927,       102886,          45966,           139
 1974,       1951031,          972561,            988,     80940,        6304,        132,                   7797301,                      963656,                       4895,       102885,          45955,           138
 1975,       1952734,          973411,           1061,     79443,        6338,        251,                   7805201,                      964494,                       2934,       102910,          45983,           138
 1976,       1955229,          974657,            995,     79820,        6302,        130,                   7813105,                      965726,                       2717,       103022,          46094,           139
 1977,       1955692,          974887,            991,     79201,        6374,        131,                   7821013,                      965952,                       2770,       102966,          46010,           138
 1978,       1959647,          976863,            994,     81480,        6357,        189,                   7828925,                      967904,                       3043,       103108,          46061,           138
 1979,       1961426,          977751,           1069,     79861,        6338,        133,                   7836841,                      968780,                       2759,       103322,          46199,           138
 1980,       1965085,          979579,            997,     80664,        6324,        129,                   7844761,                      970586,                       2651,       103396,          46246,           138
 1981,       1966628,          980349,            997,     80825,        6342,        130,                   7852685,                      971344,                       2892,       103222,          46108,           138
 1982,       1968249,          981158,           1048,     80322,        6391,        193,                   7860613,                      972141,                       2992,       103337,          46178,           140
 1983,       1970102,          982083,            999,     81506,        6359,        133,                   7868545,                      973054,                       2903,       103407,          46220,           138
 1984,       1972007,          983034,           1000,     80752,        6355,        130,                   7876481,                      973993,                       2677,       103506,          46284,           137
 1985,       1972780,          983419,            999,     80270,        6430,        130,                   7884421,                      974373,                       2697,       103516,          46270,           139
 1986,       1973827,          983941,           1035,     81179,        6365,        179,                   7892365,                      974886,                       2842,       103631,          46310,           143
 1987,       1977284,          985668,           1031,     81028,        6344,        133,                   7900313,                      976592,                       3934,       103629,          46293,           139
 1988,       1980197,          987123,           1005,     80374,        6356,        132,                   7908265,                      978029,                       2855,       103701,          46280,           138
 1989,       1980560,          987303,           1005,     81444,        6351,        131,                   7916221,                      978206,                       2746,       103754,          46322,           221
 1990,       1982337,          988190,           1078,     79360,        6417,        135,                   7924181,                      979081,                       2690,       103756,          46350,           139
 1991,       1985888,          989964,           1006,     79487,        6408,        130,                   7932145,                      980834,                       2629,       103738,          46336,           139
 1992,       1986181,          990109,           1006,     81046,        6461,        131,                   7940113,                      980976,                       2636,       104013,          46453,           139
 1993,       1986806,          990420,           1007,     80986,        6413,        130,                   7948085,                      981283,                       2851,       104072,          46492,           139
 1994,       1990299,          992165,           1559,     82234,        6412,        225,                   7956061,                      983007,                       2692,       104062,          46480,           140
 1995,       1992442,          993235,           1010,     80938,        6416,        132,                   7964041,                      984064,                       2764,       104174,          46582,           138
 1996,       1995981,          995003,           1017,     82012,        6375,        131,                   7972025,                      985811,                       2661,       104038,          46472,           138
 1997,       1999558,          996790,           1015,     83178,        6366,        131,                   7980013,                      987577,                       2879,       104222,          46605,           169
 1998,       2000805,          997412,           1296,     81093,        6402,        153,                   7988005,                      988189,                       2979,       104169,          46578,           141
 1999,       2002886,          998451,           1017,     80812,        6475,        132,                   7996001,                      989215,                       2934,       104487,          46713,           139
 2000,       2006453,         1000233,           1036,     82496,        6415,        129,                   8004001,                      990976,                       2691,       104309,          46571,           140
 2001,       2010164,         1002087,           1019,     82371,        6400,        130,                   8012005,                      992808,                       3328,       104574,          46728,           213
 2002,       2012163,         1003085,           1023,     80004,        6476,        134,                   8020013,                      993794,                       2728,       104555,          46740,           140
 2003,       2015596,         1004800,           1027,     82043,        6413,        130,                   8028025,                      995488,                       2664,       104792,          46875,           142
 2004,       2019225,         1006613,           1032,     80669,        6483,        133,                   8036041,                      997280,                       2678,       104585,          46701,           193
 2005,       2022586,         1008292,           1032,     82155,        6452,        132,                   8044061,                      998939,                       2904,       104734,          46836,           140
 2006,       2024631,         1009313,           1026,     80990,        6473,        136,                   8052085,                      999948,                       2778,       104672,          46760,           141
 2007,       2028556,         1011274,           1030,     81455,        6422,        132,                   8060113,                     1001886,                       3535,       104828,          46875,           141
 2008,       2029463,         1011726,           1028,     81985,        6457,        135,                   8068145,                     1002331,                       2761,       104873,          46882,           140
 2009,       2030796,         1012391,           1034,     81009,        6470,        132,                   8076181,                     1002986,                       3559,       104838,          46796,           195
 2010,       2031059,         1012521,           1664,     81269,        6456,        222,                   8084221,                     1003113,                       3446,       104946,          46910,           141
