   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, icantbelieveitcansort_cmp, icantbelieveitcansort_swaps, icantbelieveitcansort_time, heapsort_cmp, heapsort_swaps, heapsort_time
 789,          3140,             388,              4,     18811,        1093,         20,                   1246621,                        1442,                        632,        38108,          17196,            43
 790,          3143,             388,              4,     18847,        1059,         21,                   1249781,                        1444,                        565,        38157,          17210,            43
 791,          3148,             389,              4,     18786,        1058,         20,                   1252945,                        1445,                        568,        38179,          17204,            43
 792,          3151,             389,              4,     18511,        1066,         20,                   1256113,                        1447,                        569,        38222,          17222,            43
 793,          3154,             389,              4,     18689,        1067,         19,                   1259285,                        1449,                        569,        38259,          17232,            43
 794,          3157,             389,              4,     18697,        1058,         22,                   1262461,                        1451,                        570,        38356,          17289,            43
 795,          3160,             389,              4,     18710,        1063,         19,                   1265641,                        1453,                        574,        38378,          17285,            43
 796,          3163,             389,              4,     18640,        1067,         19,                   1268825,                        1455,                        573,        38460,          17336,            43
 797,          3166,             389,              4,     18699,        1076,         18,                   1272013,                        1457,                        574,        38512,          17359,            43
 798,          3169,             389,              4,     18742,        1067,         19,                   1275205,                        1459,                        578,        38567,          17386,            43
 799,          3172,             389,              4,     18738,        1072,         18,                   1278401,                        1461,                        577,        38622,          17410,            45
 800,          3177,             390,              4,     18937,        1079,         19,                   1281601,                        1462,                        579,        38689,          17438,            43
 801,          3180,             390,              4,     18766,        1075,         19,                   1284805,                        1464,                        593,        38749,          17469,            43
 802,          3183,             390,              4,     18690,        1074,         20,                   1288013,                        1466,                        583,        38801,          17492,            43
 803,          3186,             390,              4,     18810,        1074,         19,                   1291225,                        1468,                        716,        38864,          17524,            45
 804,          3189,             390,              5,     19454,        1088,         24,                   1294441,                        1470,                        800,        38912,          17548,            44
 805,          3192,             390,              4,     19246,        1091,         23,                   1297661,                        1472,                        590,        38966,          17561,            44
 806,          3195,             390,              4,     19520,        1074,         21,                   1300885,                        1474,                        590,        39008,          17584,            44
 807,          3198,             390,              4,     19531,        1074,         20,                   1304113,                        1476,                        589,        39086,          17621,            47
 808,          3201,             390,              4,     18806,        1068,         23,                   1307345,                        1478,                        597,        39132,          17629,            44
 809,          3204,             390,              4,     19266,        1075,         20,                   1310581,                        1478,                        594,        39199,          17671,            44
 810,          3207,             390,              4,     19325,        1082,         20,                   1313821,                        1481,                        596,        39255,          17694,            44
 811,          3212,             391,              4,     19360,        1084,         19,                   1317065,                        1482,                        597,        39305,          17722,            45
 812,          3217,             392,              4,     18979,        1100,         23,                   1320313,                        1483,                        598,        39336,          17731,            44
 813,          3220,             392,              4,     18939,        1085,         20,                   1323565,                        1485,                        598,        39412,          17773,            44
 814,          3223,             392,              4,     19244,        1095,         19,                   1326821,                        1487,                        601,        39465,          17796,            44
 815,          3228,             393,              4,     19071,        1093,         18,                   1330081,                        1488,                        602,        39501,          17810,            44
 816,          3233,             394,              4,     19167,        1089,         21,                   1333345,                        1489,                        602,        39536,          17820,            44
 817,          3238,             395,              4,     19298,        1097,         20,                   1336613,                        1490,                        606,        39627,          17871,            45
 818,          3249,             399,              4,     19358,        1089,         20,                   1339885,                        1494,                        606,        39693,          17900,            45
 819,          3252,             399,              4,     19372,        1087,         20,                   1343161,                        1496,                        609,        39738,          17914,            44
 820,          3255,             399,              4,     19583,        1098,         20,                   1346441,                        1498,                        608,        39778,          17931,            45
 821,          3258,             399,              4,     19539,        1086,         19,                   1349725,                        1500,                        611,        39844,          17971,            44
 822,          3261,             399,              4,     20320,        1088,         20,                   1353013,                        1502,                        613,        39896,          17996,            45
 823,          3264,             399,              7,     20334,        1081,         20,                   1356305,                        1504,                        612,        39936,          18012,            48
 824,          3267,             399,              5,     19452,        1100,         42,                   1359601,                        1506,                        733,        39987,          18023,            46
 825,          3270,             399,              5,     19483,        1105,         24,                   1362901,                        1508,                        616,        40039,          18051,            46
 826,          3273,             399,              4,     19392,        1108,         22,                   1366205,                        1510,                        619,        40106,          18082,            45
 827,          3278,             400,              4,     19410,        1108,         20,                   1369513,                        1511,                        620,        40168,          18116,            45
 828,          3285,             402,              4,     20013,        1106,         21,                   1372825,                        1513,                        619,        40241,          18150,            45
 829,          3290,             403,              4,     19719,        1096,         20,                   1376141,                        1514,                        621,        40278,          18165,            45
 830,          3293,             403,              4,     19797,        1091,         20,                   1379461,                        1516,                        625,        40325,          18191,            45
 831,          3296,             403,              4,     19874,        1101,         20,                   1382785,                        1518,                        683,        40372,          18218,            46
 832,          3299,             403,              4,     19700,        1123,         22,                   1386113,                        1520,                        625,        40433,          18244,            45
 833,          3302,             403,              4,     19532,        1102,         20,                   1389445,                        1522,                        627,        40470,          18251,            45
 834,          3305,             403,              4,     20084,        1115,         21,                   1392781,                        1524,                        630,        40541,          18281,            45
 835,          3308,             403,              4,     19776,        1125,         20,                   1396121,                        1526,                        632,        40593,          18305,            46
 836,          3317,             406,              4,     19677,        1118,         20,                   1399465,                        1529,                        631,        40643,          18330,            48
 837,          3320,             406,              4,     19713,        1121,         19,                   1402813,                        1531,                        633,        40719,          18372,            46
 838,          3323,             406,              4,     19993,        1130,         21,                   1406165,                        1533,                        643,        40783,          18398,            46
 839,          3326,             406,              4,     20015,        1119,         21,                   1409521,                        1535,                        649,        40820,          18422,            46
 840,          3329,             406,              4,     19797,        1123,         21,                   1412881,                        1537,                        637,        40868,          18443,            48
 841,          3332,             406,              4,     19907,        1114,         20,                   1416245,                        1539,                        639,        40901,          18452,            46
 842,          3335,             406,              4,     19772,        1109,         20,                   1419613,                        1541,                        642,        40964,          18475,            47
 843,          3338,             406,              4,     19766,        1111,         20,                   1422985,                        1543,                        644,        41014,          18500,            46
 844,          3341,             406,              4,     20063,        1099,         20,                   1426361,                        1545,                        643,        41099,          18540,            46
 845,          3344,             406,              4,     20113,        1108,         20,                   1429741,                        1547,                        645,        41141,          18560,            51
 846,          3347,             406,              5,     19774,        1117,         21,                   1433125,                        1549,                       1061,        41191,          18580,            47
 847,          3350,             406,              5,     19807,        1115,         27,                   1436513,                        1551,                        648,        41245,          18604,            46
 848,          3353,             406,              4,     20423,        1135,         23,                   1439905,                        1553,                        652,        41285,          18621,            47
 849,          3356,             406,              4,     20560,        1143,         21,                   1443301,                        1555,                        653,        41353,          18652,            47
 850,          3361,             407,              4,     20311,        1140,         21,                   1446701,                        1556,                        653,        41388,          18670,            46
 851,          3364,             407,              4,     20525,        1135,         20,                   1450105,                        1558,                        654,        41476,          18714,            46
 852,          3367,             407,              4,     20201,        1131,         21,                   1453513,                        1560,                        742,        41526,          18741,            47
 853,          3372,             408,              5,     20268,        1132,         23,                   1456925,                        1561,                        660,        41588,          18769,            46
 854,          3375,             408,              4,     20303,        1118,         21,                   1460341,                        1563,                        661,        41644,          18786,            46
 855,          3378,             408,              4,     20190,        1133,         21,                   1463761,                        1565,                        660,        41701,          18828,            47
 856,          3381,             408,              4,     20205,        1130,         22,                   1467185,                        1567,                        664,        41740,          18835,            47
 857,          3386,             409,              4,     20270,        1121,         20,                   1470613,                        1568,                        665,        41803,          18868,            47
 858,          3391,             410,              4,     20224,        1127,         21,                   1474045,                        1569,                        667,        41865,          18892,            47
 859,          3396,             411,              4,     20301,        1132,         20,                   1477481,                        1570,                        666,        41914,          18917,            46
 860,          3401,             412,              4,     20399,        1153,         21,                   1480921,                        1571,                        670,        41960,          18929,            47
 861,          3404,             412,              4,     20563,        1140,         21,                   1484365,                        1573,                        672,        42018,          18966,            50
 862,          3407,             412,              4,     20946,        1156,         22,                   1487813,                        1575,                        673,        42107,          19016,            47
 863,          3410,             412,              4,     20936,        1136,         21,                   1491265,                        1577,                        675,        42173,          19052,            47
 864,          3413,             412,              4,     20641,        1147,         22,                   1494721,                        1579,                        674,        42182,          19048,            47
 865,          3418,             413,              4,     20749,        1160,         21,                   1498181,                        1580,                        678,        42233,          19067,            47
 866,          3423,             414,              4,     20791,        1144,         21,                   1501645,                        1581,                        699,        42318,          19110,            47
 867,          3432,             417,              4,     20813,        1145,         22,                   1505113,                        1584,                        688,        42356,          19134,            48
 868,          3435,             417,              5,     21155,        1163,         22,                   1508585,                        1586,                        683,        42415,          19152,            47
 869,          3438,             417,              4,     21329,        1163,         21,                   1512061,                        1588,                        681,        42459,          19180,            47
 870,          3441,             417,              4,     20875,        1165,         21,                   1515541,                        1590,                        685,        42559,          19223,            47
 871,          3444,             417,              4,     20884,        1168,         21,                   1519025,                        1592,                        687,        42594,          19244,            48
 872,          3449,             418,              4,     20785,        1158,         21,                   1522513,                        1593,                        773,        42614,          19237,            48
 873,          3452,             418,              4,     20891,        1167,         23,                   1526005,                        1595,                        690,        42636,          19246,            48
 874,          3455,             418,              4,     21349,        1156,         22,                   1529501,                        1597,                        689,        42725,          19294,            48
 875,          3458,             418,              4,     21399,        1158,         21,                   1533001,                        1599,                        693,        42797,          19335,            48
 876,          3461,             418,              4,     21536,        1152,         22,                   1536505,                        1601,                        695,        42857,          19366,            48
 877,          3466,             419,              4,     21470,        1160,         21,                   1540013,                        1602,                        709,        42905,          19381,            48
 878,          3471,             420,              4,     21365,        1142,         22,                   1543525,                        1603,                        698,        42980,          19425,            48
 879,          3474,             420,              4,     20856,        1140,         21,                   1547041,                        1605,                        697,        43025,          19447,            48
 880,          3477,             420,              4,     21614,        1137,         22,                   1550561,                        1607,                        701,        43065,          19457,            48
 881,          3482,             421,              4,     21879,        1154,         21,                   1554085,                        1608,                        702,        43116,          19488,            48
 882,          3485,             421,              4,     20962,        1159,         21,                   1557613,                        1610,                        704,        43196,          19524,            48
 883,          3488,             421,              4,     21159,        1165,         21,                   1561145,                        1612,                        706,        43228,          19540,            48
 884,          3491,             421,              4,     21982,        1167,         22,                   1564681,                        1614,                        705,        43298,          19573,            48
 885,          3496,             422,              4,     22038,        1173,         24,                   1568221,                        1615,                        706,        43355,          19600,            49
 886,          3499,             422,              4,     21762,        1172,         21,                   1571765,                        1617,                        710,        43403,          19621,            48
 887,          3502,             422,              4,     21835,        1168,         21,                   1575313,                        1619,                        908,        43470,          19657,            82
 888,          3505,             422,              6,     20880,        1169,         37,                   1578865,                        1621,                        954,        43530,          19690,            49
 889,          3508,             422,              5,     21097,        1178,         25,                   1582421,                        1623,                        717,        43561,          19700,            49
 890,          3511,             422,              5,     21268,        1171,         22,                   1585981,                        1625,                        833,        43616,          19719,            49
 891,          3514,             422,              5,     21166,        1169,         24,                   1589545,                        1627,                        719,        43682,          19765,            49
 892,          3517,             422,              5,     21416,        1182,         23,                   1593113,                        1629,                        720,        43734,          19779,            49
 893,          3520,             422,              5,     21253,        1203,         22,                   1596685,                        1631,                        722,        43817,          19831,            49
 894,          3525,             423,              5,     21099,        1191,         21,                   1600261,                        1632,                        721,        43838,          19841,            49
 895,          3530,             424,              5,     21125,        1192,         20,                   1603841,                        1633,                        725,        43904,          19870,            48
 896,          3537,             426,              5,     21238,        1191,         22,                   1607425,                        1635,                        727,        43960,          19899,            49
 897,          3540,             426,              5,     21229,        1190,         21,                   1611013,                        1637,                        728,        43988,          19910,            49
 898,          3543,             426,              4,     21241,        1191,         22,                   1614605,                        1639,                        730,        44033,          19918,            49
 899,          3548,             427,              5,     21268,        1195,         21,                   1618201,                        1640,                        733,        44129,          19975,            49
 900,          3551,             427,              5,     22100,        1191,         22,                   1621801,                        1642,                        731,        44163,          19983,            49
 901,          3554,             427,              5,     22050,        1171,         23,                   1625405,                        1644,                        733,        44220,          20007,            49
 902,          3557,             427,              5,     21360,        1181,         22,                   1629013,                        1646,                        736,        44309,          20050,            49
 903,          3562,             428,              4,     21387,        1184,         21,                   1632625,                        1647,                        738,        44333,          20068,            49
 904,          3565,             428,              5,     21297,        1188,         23,                   1636241,                        1649,                        739,        44401,          20098,            49
 905,          3568,             428,              5,     21366,        1191,         21,                   1639861,                        1651,                        741,        44416,          20096,            50
 906,          3571,             428,              5,     21232,        1178,         21,                   1643485,                        1653,                        810,        44501,          20141,            50
 907,          3574,             428,              5,     21510,        1196,         24,                   1647113,                        1655,                        754,        44544,          20157,            53
 908,          3577,             428,              5,     21495,        1202,         23,                   1650745,                        1657,                        744,        44607,          20183,            49
 909,          3584,             430,              5,     21487,        1199,         21,                   1654381,                        1659,                        803,        44662,          20219,            50
 910,          3593,             433,              5,     21450,        1181,         25,                   1658021,                        1662,                        750,        44715,          20237,            50
 911,          3596,             433,              5,     21521,        1191,         23,                   1661665,                        1664,                        751,        44785,          20273,            50
 912,          3599,             433,              5,     21576,        1197,         23,                   1665313,                        1666,                        755,        44850,          20307,            50
 913,          3604,             434,              5,     21785,        1212,         23,                   1668965,                        1667,                        754,        44893,          20314,            50
 914,          3607,             434,              5,     22474,        1199,         23,                   1672621,                        1669,                        755,        44949,          20352,            50
 915,          3610,             434,              5,     22433,        1189,         22,                   1676281,                        1671,                        755,        45011,          20382,            50
 916,          3613,             434,              6,     21678,        1203,         22,                   1679945,                        1673,                        757,        45052,          20406,            50
 917,          3616,             434,              5,     21692,        1197,         22,                   1683613,                        1675,                        760,        45112,          20426,            50
 918,          3619,             434,              5,     21791,        1208,         23,                   1687285,                        1677,                        763,        45167,          20445,            51
 919,          3624,             435,              5,     21804,        1208,         22,                   1690961,                        1678,                        764,        45229,          20480,            50
 920,          3627,             435,              5,     22724,        1226,         23,                   1694641,                        1680,                        765,        45251,          20491,            51
 921,          3630,             435,              5,     22841,        1199,         22,                   1698325,                        1682,                        767,        45342,          20537,            50
 922,          3635,             436,              5,     22738,        1198,         22,                   1702013,                        1683,                        769,        45362,          20537,            50
 923,          3638,             436,              4,     22902,        1197,         22,                   1705705,                        1685,                        768,        45425,          20556,            50
 924,          3641,             436,              5,     22421,        1200,         23,                   1709401,                        1687,                        771,        45484,          20592,            51
 925,          3644,             436,              5,     23247,        1212,         22,                   1713101,                        1689,                        902,        45532,          20614,            67
 926,          3649,             437,              6,     22569,        1223,         46,                   1716805,                        1690,                        960,        45600,          20652,            95
 927,          3652,             437,              8,     22618,        1227,         44,                   1720513,                        1692,                       1558,        45639,          20667,            50
 928,          3655,             437,              5,     22028,        1237,         25,                   1724225,                        1694,                        822,        45683,          20678,            51
 929,          3658,             437,              5,     22554,        1235,         24,                   1727941,                        1696,                        785,        45729,          20708,            52
 930,          3665,             439,              5,     22139,        1231,         24,                   1731661,                        1698,                        788,        45760,          20712,            51
 931,          3674,             442,              5,     22168,        1233,         22,                   1735385,                        1701,                        810,        45830,          20748,            51
 932,          3677,             442,              5,     22664,        1245,         24,                   1739113,                        1703,                        856,        45932,          20804,            51
 933,          3680,             442,              5,     22351,        1240,         23,                   1742845,                        1705,                        802,        45963,          20823,            51
 934,          3685,             443,              5,     22790,        1242,         24,                   1746581,                        1706,                        793,        46026,          20840,            51
 935,          3688,             443,              5,     22594,        1236,         23,                   1750321,                        1708,                        792,        46091,          20876,            51
 936,          3691,             443,              5,     22519,        1234,         24,                   1754065,                        1708,                        796,        46119,          20881,            52
 937,          3694,             443,              5,     22392,        1249,         23,                   1757813,                        1711,                        795,        46143,          20890,            52
 938,          3697,             443,              5,     22751,        1238,         24,                   1761565,                        1713,                        798,        46221,          20925,            51
 939,          3700,             443,              5,     22709,        1234,         24,                   1765321,                        1715,                        799,        46290,          20961,            52
 940,          3705,             444,              5,     22787,        1234,         24,                   1769081,                        1716,                        797,        46362,          20998,            52
 941,          3712,             446,              5,     22799,        1232,         23,                   1772845,                        1718,                        798,        46401,          21024,            51
 942,          3719,             448,              5,     22585,        1232,         23,                   1776613,                        1720,                       1377,        46459,          21047,            53
 943,          3722,             448,              6,     22651,        1243,         27,                   1780385,                        1722,                        818,        46501,          21068,            53
 944,          3725,             448,              5,     22575,        1239,         25,                   1784161,                        1724,                        806,        46560,          21090,            52
 945,          3730,             449,              5,     22773,        1234,         23,                   1787941,                        1725,                        808,        46607,          21119,            52
 946,          3733,             449,              5,     22643,        1260,         25,                   1791725,                        1727,                        815,        46686,          21162,            56
 947,          3736,             449,              5,     22682,        1264,         24,                   1795513,                        1729,                        812,        46737,          21180,            52
 948,          3741,             450,              5,     22750,        1251,         23,                   1799305,                        1730,                        813,        46757,          21188,            59
 949,          3746,             451,              7,     22803,        1244,         38,                   1803101,                        1731,                       1484,        46831,          21222,            80
 950,          3749,             451,              8,     23950,        1248,         41,                   1806901,                        1733,                       1539,        46906,          21263,            84
 951,          3752,             451,              8,     24044,        1254,         43,                   1810705,                        1735,                       1558,        46958,          21288,            83
 952,          3755,             451,              9,     22952,        1236,         42,                   1814513,                        1737,                       1115,        47008,          21309,           164
 953,          3758,             451,              5,     22591,        1238,         27,                   1818325,                        1739,                        830,        47049,          21338,            53
 954,          3761,             451,              5,     22663,        1253,         25,                   1822141,                        1741,                        823,        47101,          21355,            52
 955,          3764,             451,              5,     22789,        1265,         23,                   1825961,                        1743,                        908,        47162,          21390,            53
 956,          3769,             452,              5,     22802,        1279,         25,                   1829785,                        1744,                       1380,        47244,          21429,            82
 957,          3772,             452,              8,     22874,        1280,         39,                   1833613,                        1746,                       1477,        47276,          21437,            83
 958,          3777,             453,              8,     23009,        1282,         40,                   1837445,                        1747,                       1471,        47342,          21476,            87
 959,          3780,             453,              9,     23055,        1286,         44,                   1841281,                        1749,                       1501,        47380,          21501,            84
 960,          3783,             453,              8,     23621,        1255,         43,                   1845121,                        1751,                       1675,        47405,          21503,            53
 961,          3786,             453,              5,     23656,        1261,         27,                   1848965,                        1753,                        837,        47493,          21554,            53
 962,          3789,             453,              5,     23004,        1266,         25,                   1852813,                        1755,                        834,        47548,          21572,            56
 963,          3792,             453,              5,     23026,        1265,         23,                   1856665,                        1757,                        836,        47579,          21579,            56
 964,          3795,             453,              5,     23132,        1259,         24,                   1860521,                        1759,                        837,        47636,          21615,            53
 965,          3798,             453,              5,     23077,        1252,         27,                   1864381,                        1761,                        839,        47695,          21637,            53
 966,          3801,             453,              5,     23468,        1250,         24,                   1868245,                        1763,                        860,        47743,          21666,            54
 967,          3804,             453,              5,     23197,        1253,         24,                   1872113,                        1765,                        847,        47815,          21708,            53
 968,          3809,             454,              5,     23429,        1262,         24,                   1875985,                        1766,                        961,        47881,          21737,            53
 969,          3814,             455,              5,     23495,        1269,         28,                   1879861,                        1767,                       1098,        47887,          21729,            66
 970,          3819,             456,              7,     23085,        1269,         35,                   1883741,                        1768,                       1207,        47969,          21768,            54
 971,          3822,             456,              5,     23025,        1275,         27,                   1887625,                        1770,                        853,        48030,          21797,            54
 972,          3825,             456,              5,     23347,        1285,         25,                   1891513,                        1772,                        865,        48101,          21823,            53
 973,          3830,             457,              5,     23396,        1286,         24,                   1895405,                        1773,                        855,        48144,          21843,            53
 974,          3833,             457,              5,     23414,        1282,         24,                   1899301,                        1775,                        857,        48212,          21893,            54
 975,          3838,             458,              5,     23339,        1277,         23,                   1903201,                        1776,                        858,        48224,          21902,            53
 976,          3841,             458,              5,     23488,        1295,         24,                   1907105,                        1778,                        860,        48311,          21938,            53
 977,          3844,             458,              5,     23871,        1297,         24,                   1911013,                        1780,                        862,        48333,          21948,            54
 978,          3847,             458,              5,     23290,        1303,         24,                   1914925,                        1782,                        864,        48420,          21990,            54
 979,          3852,             459,              5,     23860,        1317,         24,                   1918841,                        1783,                        865,        48481,          22022,            54
 980,          3855,             459,              5,     23735,        1288,         24,                   1922761,                        1785,                        867,        48532,          22036,            54
 981,          3864,             462,              5,     23775,        1287,         24,                   1926685,                        1788,                        869,        48581,          22063,            54
 982,          3867,             462,              5,     23364,        1288,         24,                   1930613,                        1790,                        870,        48611,          22083,            54
 983,          3870,             462,              5,     23347,        1285,         23,                   1934545,                        1792,                        927,        48693,          22119,            54
 984,          3873,             462,              5,     24043,        1296,         27,                   1938481,                        1794,                        878,        48756,          22144,            54
 985,          3878,             463,              5,     24064,        1295,         25,                   1942421,                        1795,                        945,        48796,          22168,            74
 986,          3881,             463,              8,     23515,        1288,         38,                   1946365,                        1797,                       1111,        48874,          22217,            55
 987,          3884,             463,              6,     23577,        1295,         27,                   1950313,                        1799,                        881,        48915,          22223,            55
 988,          3887,             463,              5,     23922,        1298,         25,                   1954265,                        1801,                        882,        48957,          22246,            54
 989,          3890,             463,              5,     24147,        1296,         25,                   1958221,                        1803,                        883,        49004,          22271,            54
 990,          3893,             463,              5,     24047,        1303,         24,                   1962181,                        1805,                        885,        49066,          22302,            55
 991,          3896,             463,              5,     24099,        1295,         24,                   1966145,                        1807,                        887,        49138,          22347,            54
 992,          3899,             463,              5,     23673,        1304,         24,                   1970113,                        1809,                        889,        49196,          22374,            55
 993,          3904,             464,              5,     24018,        1303,         24,                   1974085,                        1810,                        890,        49260,          22405,            55
 994,          3907,             464,              5,     23590,        1306,         24,                   1978061,                        1812,                        892,        49315,          22423,            54
 995,          3910,             464,              5,     23797,        1327,         23,                   1982041,                        1814,                        894,        49341,          22435,            54
