   n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, icantbelieveitcansort_cmp, icantbelieveitcansort_swaps, icantbelieveitcansort_time, heapsort_cmp, heapsort_swaps, heapsort_time
 245,         30143,           14707,             26,      7544,         599,         22,                    120541,                       14719,                        114,         9038,           3842,            23
 246,         30460,           14864,             28,      7083,         611,         22,                    121525,                       14876,                        115,         9116,           3887,            23
 247,         30865,           15065,             26,      7169,         603,         21,                    122513,                       15077,                        116,         9118,           3873,            23
 248,         31076,           15169,             26,      7186,         630,         22,                    123505,                       15181,                        114,         9194,           3918,            24
 249,         31207,           15233,             26,      7495,         636,         21,                    124501,                       15245,                        117,         9215,           3909,            21
 250,         31234,           15245,             26,      7340,         632,         23,                    125501,                       15257,                        119,         9217,           3916,            22
 251,         31261,           15257,             26,      7349,         637,         23,                    126505,                       15269,                        119,         9315,           3944,            23
 252,         31498,           15374,             26,      7322,         643,         22,                    127513,                       15386,                        121,         9365,           3997,            23
 253,         31795,           15521,             27,      7375,         630,         23,                    128525,                       15533,                        122,         9353,           3966,            23
 254,         31862,           15553,             27,      7706,         620,         23,                    129541,                       15565,                        122,         9432,           3999,            24
 255,         32125,           15683,             26,      8220,         632,         22,                    130561,                       15695,                        124,         9486,           4045,            24
 256,         32626,           15932,             27,      7834,         630,         23,                    131585,                       15944,                        122,         9506,           4041,            24
 257,         33077,           16156,             28,      8138,         633,         23,                    132613,                       16168,                        125,         9544,           4059,            23
 258,         33592,           16412,             28,      7959,         635,         23,                    133645,                       16424,                        126,         9589,           4083,            23
 259,         33855,           16542,             28,      7870,         656,         23,                    134681,                       16554,                        127,         9637,           4116,            24
 260,         33972,           16599,             28,      7980,         654,         23,                    135721,                       16611,                        127,         9692,           4126,            24
 261,         34491,           16857,             29,      7973,         641,         22,                    136765,                       16869,                        124,         9713,           4135,            24
 262,         34950,           17085,             29,      8284,         645,         23,                    137813,                       17097,                        130,         9789,           4170,            24
 263,         35461,           17339,             30,      8035,         663,         24,                    138865,                       17351,                        131,         9792,           4179,            22
 264,         35874,           17544,             30,      8052,         641,         23,                    139921,                       17556,                        132,         9863,           4204,            24
 265,         36021,           17616,             30,      7998,         651,         22,                    140981,                       17628,                        134,         9932,           4229,            24
 266,         36120,           17664,             30,      7794,         643,         31,                    142045,                       17676,                        116,         9997,           4266,            21
 267,         36365,           17785,             29,      8071,         681,         21,                    143113,                       17797,                        116,        10004,           4271,            21
 268,         36790,           17996,             24,      7874,         674,         20,                    144185,                       18008,                        121,        10039,           4281,            34
 269,         36973,           18086,             34,      7896,         679,         22,                    145261,                       18098,                        136,        10101,           4303,            21
 270,         37294,           18245,             31,      8040,         691,        122,                    146341,                       18257,                        123,        10139,           4330,            17
 271,         37649,           18421,             21,      8095,         681,         16,                    147425,                       18433,                         76,        10127,           4319,            21
 272,         38174,           18682,             27,      8391,         674,         22,                    148513,                       18694,                        192,        10206,           4350,            28
 273,         38253,           18720,             34,      8217,         676,         26,                    149605,                       18732,                        145,        10232,           4352,            26
 274,         38374,           18779,             32,      8112,         684,         27,                    150701,                       18791,                        154,        10375,           4430,            26
 275,         38571,           18876,             37,      8061,         688,         25,                    151801,                       18888,                        152,        10361,           4412,            26
 276,         38956,           19067,             33,      8284,         707,         26,                    152905,                       19079,                        152,        10394,           4423,            26
 277,         39167,           19171,             33,      8388,         704,         27,                    154013,                       19183,                        157,        10427,           4435,            26
 278,         39210,           19191,             34,      8394,         692,         27,                    155125,                       19203,                        152,        10535,           4492,            28
 279,         39329,           19249,             33,      8449,         688,         26,                    156241,                       19261,                        150,        10532,           4490,            27
 280,         39630,           19398,             36,      8398,         719,         25,                    157361,                       19410,                        147,        10597,           4516,            26
 281,         39859,           19511,             32,      8394,         711,         25,                    158485,                       19523,                        153,        10592,           4520,            27
 282,         40332,           19746,             34,      8523,         691,         25,                    159613,                       19758,                        147,        10654,           4540,            27
 283,         40523,           19840,             35,      8596,         721,         27,                    160745,                       19852,                        161,        10649,           4528,            28
 284,         40916,           20035,             36,      8673,         711,         27,                    161881,                       20047,                        165,        10782,           4599,            27
 285,         40929,           20040,             39,      8729,         712,         25,                    163021,                       20052,                        148,        10830,           4627,            26
 286,         41436,           20292,             36,      8874,         719,         29,                    164165,                       20304,                        165,        10843,           4625,            28
 287,         41455,           20300,             37,      8745,         730,         28,                    165313,                       20312,                        152,        10844,           4627,            27
 288,         41498,           20320,             37,      8814,         725,         28,                    166465,                       20332,                        151,        10981,           4703,            26
 289,         41741,           20440,             33,      8576,         749,         26,                    167621,                       20452,                        143,        11041,           4725,            18
 290,         42152,           20644,             24,      8689,         749,         18,                    168781,                       20656,                         86,        11050,           4713,            17
 291,         42599,           20866,             24,      8817,         744,         17,                    169945,                       20878,                         86,        11070,           4711,            17
 292,         43116,           21123,             24,      9073,         747,         16,                    171113,                       21135,                         87,        11181,           4768,            17
 293,         43661,           21394,             24,      9870,         746,         17,                    172285,                       21406,                         88,        11204,           4782,            17
 294,         43984,           21554,             29,      8868,         770,         18,                    173461,                       21566,                         96,        11212,           4775,            26
 295,         44077,           21599,             24,      9028,         765,         18,                    174641,                       21611,                         89,        11269,           4805,            17
 296,         44400,           21759,             24,      9187,         768,         17,                    175825,                       21771,                         89,        11349,           4861,            17
 297,         44527,           21821,             24,      9206,         756,         16,                    177013,                       21833,                         90,        11340,           4850,            17
 298,         44864,           21988,             25,      9312,         743,         17,                    178205,                       22000,                        107,        11414,           4865,            18
 299,         45341,           22225,             25,      9489,         769,         17,                    179401,                       22237,                         92,        11486,           4917,            17
 300,         45624,           22365,             25,      8851,         771,         19,                    180601,                       22377,                         92,        11537,           4932,            17
 301,         45979,           22541,             25,      9112,         789,         17,                    181805,                       22553,                         92,        11600,           4967,            18
 302,         46306,           22703,             25,      9148,         799,         20,                    183013,                       22715,                         93,        11640,           4980,            18
 303,         46775,           22936,             26,      9239,         768,         17,                    184225,                       22948,                         94,        11687,           4993,            18
 304,         47308,           23201,             26,      9222,         777,         17,                    185441,                       23213,                         94,        11751,           5033,            18
 305,         47741,           23416,             26,      9537,         793,         17,                    186661,                       23428,                         95,        11730,           5013,            18
 306,         47980,           23534,             26,      9470,         797,         18,                    187885,                       23546,                         98,        11869,           5076,            18
 307,         48047,           23566,             27,      9522,         797,         18,                    189113,                       23578,                         96,        11879,           5082,            20
 308,         48224,           23653,             26,      9437,         799,         17,                    190345,                       23665,                         97,        11938,           5089,            18
 309,         48631,           23855,             27,      9680,         791,         17,                    191581,                       23867,                         97,        11935,           5090,            18
 310,         48880,           23978,             27,      9698,         775,         18,                    192821,                       23990,                         98,        11989,           5116,            18
 311,         49241,           24157,             27,      9707,         797,         18,                    194065,                       24169,                         99,        12065,           5165,            18
 312,         49596,           24333,             27,      9399,         797,         18,                    195313,                       24345,                         99,        12106,           5177,            18
 313,         49743,           24405,             27,      9551,         804,         18,                    196565,                       24417,                        100,        12144,           5193,            18
 314,         50144,           24604,             28,      9631,         804,         18,                    197821,                       24616,                        100,        12254,           5246,            18
 315,         50749,           24905,             33,      9915,         817,         23,                    199081,                       24917,                        102,        12284,           5253,            19
 316,         51144,           25101,             28,      9704,         814,         19,                    200345,                       25113,                        102,        12291,           5253,            19
 317,         51221,           25138,             28,      9712,         825,         17,                    201613,                       25150,                        102,        12382,           5299,            19
 318,         51448,           25250,             28,      9727,         838,         18,                    202885,                       25262,                        103,        12382,           5301,            19
 319,         51651,           25350,             28,      9859,         835,         18,                    204161,                       25362,                        115,        12452,           5335,            19
 320,         51770,           25408,             28,      9715,         844,         18,                    205441,                       25420,                        104,        12527,           5344,            19
 321,         51777,           25410,             28,      9676,         843,         17,                    206725,                       25422,                        105,        12574,           5371,            19
 322,         52002,           25521,             29,     10000,         851,         19,                    208013,                       25533,                        105,        12575,           5368,            19
 323,         52551,           25794,             29,     10092,         822,         21,                    209305,                       25806,                        106,        12597,           5361,            19
 324,         52562,           25798,             29,     10145,         833,         19,                    210601,                       25810,                        106,        12671,           5409,            19
 325,         52975,           26003,             29,      9702,         842,         19,                    211901,                       26015,                        107,        12707,           5431,            19
 326,         53340,           26184,             29,      9900,         833,         18,                    213205,                       26196,                        108,        12706,           5417,            19
 327,         53481,           26253,             29,     10024,         849,         19,                    214513,                       26265,                        560,        12796,           5465,            33
 328,         53734,           26378,             30,      9995,         865,         22,                    215825,                       26390,                        110,        12830,           5491,            25
 329,         53897,           26458,             30,      9962,         837,         20,                    217141,                       26470,                        110,        12909,           5509,            20
 330,         53938,           26477,             30,     10602,         843,         20,                    218461,                       26489,                        110,        12902,           5503,            20
 331,         54575,           26794,             30,     10756,         869,         20,                    219785,                       26806,                        111,        12966,           5532,            20
 332,         54586,           26798,             30,     10060,         885,         19,                    221113,                       26810,                        114,        13016,           5557,            32
 333,         55085,           27046,             37,     10283,         875,         28,                    222445,                       27058,                        158,        13065,           5598,            23
 334,         55146,           27075,             30,     10703,         855,         20,                    223781,                       27087,                        113,        13097,           5609,            20
 335,         55323,           27162,             30,     10623,         858,         18,                    225121,                       27173,                        114,        13204,           5665,            20
 336,         55360,           27179,             30,     10369,         865,         27,                    226465,                       27190,                        114,        13279,           5690,            20
 337,         55859,           27427,             31,     10246,         859,         19,                    227813,                       27437,                        115,        13307,           5699,            20
 338,         56138,           27565,             31,     10539,         894,         20,                    229165,                       27574,                        116,        13300,           5675,            21
 339,         56271,           27630,             31,     10537,         878,         19,                    230521,                       27638,                        119,        13364,           5711,            20
 340,         56666,           27826,             31,     10447,         875,         20,                    231881,                       27833,                        117,        13442,           5745,            20
 341,         57023,           28003,             31,     10516,         891,         19,                    233245,                       28009,                        117,        13480,           5769,            20
 342,         57424,           28202,             31,     10956,         896,         20,                    234613,                       28207,                        118,        13526,           5799,            20
 343,         58035,           28506,             32,     10980,         877,         20,                    235985,                       28510,                        121,        13590,           5819,            21
 344,         58076,           28525,             32,     10386,         882,         20,                    237361,                       28529,                        119,        13632,           5837,            21
 345,         58089,           28530,             32,     10433,         886,         18,                    238741,                       28534,                        120,        13672,           5855,            22
 346,         58646,           28807,             32,     11050,         904,         20,                    240125,                       28810,                        121,        13709,           5875,            21
 347,         59291,           29128,             32,     10948,         897,         20,                    241513,                       29130,                        122,        13745,           5905,            22
 348,         59542,           29252,             32,     10888,         927,         20,                    242905,                       29253,                        122,        13802,           5914,            21
 349,         60017,           29488,             33,     10918,         921,         20,                    244301,                       29488,                        123,        13891,           5967,            21
 350,         60680,           29818,             33,     11114,         897,         20,                    245701,                       29817,                        123,        13894,           5953,            21
 351,         60747,           29850,             33,     11394,         891,         27,                    247105,                       29849,                        127,        13921,           5983,            21
 352,         61360,           30155,             34,     11037,         891,         20,                    248513,                       30153,                        125,        13972,           5987,            21
 353,         61679,           30313,             34,     10970,         939,         21,                    249925,                       30310,                        126,        14057,           6030,            21
 354,         62356,           30650,             34,     11466,         914,         20,                    251341,                       30646,                        127,        14097,           6052,            27
 355,         62829,           30885,             34,     10766,         908,         21,                    252761,                       30880,                        128,        14070,           6048,            21
 356,         63298,           31118,             35,     11463,         916,         21,                    254185,                       31112,                        128,        14210,           6111,            21
 357,         63353,           31144,             35,     11686,         916,         20,                    255613,                       31138,                        129,        14262,           6139,            23
 358,         63524,           31228,             35,     11179,         971,         21,                    257045,                       31221,                        132,        14342,           6169,            22
 359,         64169,           31549,             35,     11647,         959,         21,                    258481,                       31541,                        131,        14315,           6139,            22
 360,         64314,           31620,             35,     11373,         937,         21,                    259921,                       31611,                        131,        14393,           6185,            22
 361,         64769,           31846,             35,     11505,         943,         21,                    261365,                       31836,                        132,        14384,           6161,            22
 362,         65350,           32135,             49,     11918,         946,         39,                    262813,                       32124,                        149,        14503,           6226,            22
 363,         65775,           32346,             36,     11921,         963,         21,                    264265,                       32334,                        133,        14462,           6217,            22
 364,         66424,           32669,             36,     11359,         960,         21,                    265721,                       32656,                        134,        14589,           6278,            22
 365,         66499,           32705,             36,     11618,         972,         21,                    267181,                       32691,                        137,        14589,           6263,            22
 366,         67018,           32963,             36,     11903,         950,         21,                    268645,                       32948,                        135,        14638,           6280,            22
 367,         67403,           33154,             37,     11733,         963,         21,                    270113,                       33138,                        136,        14628,           6304,            22
 368,         67430,           33166,             37,     12179,         982,         22,                    271585,                       33150,                        137,        14733,           6344,            22
 369,         67807,           33353,             37,     11744,         997,         22,                    273061,                       33336,                        151,        14797,           6368,            30
 370,         68200,           33548,             37,     11742,         966,         22,                    274541,                       33530,                        139,        14894,           6397,            22
 371,         68369,           33631,             37,     11720,         968,         21,                    276025,                       33612,                        139,        14872,           6375,            22
 372,         68786,           33838,             37,     12444,        1010,         22,                    277513,                       33818,                        155,        14932,           6420,            23
 373,         69309,           34098,             37,     12086,        1006,         23,                    279005,                       34077,                        141,        14995,           6463,            22
 374,         69422,           34153,             38,     11998,         960,         21,                    280501,                       34131,                        141,        15012,           6456,            23
 375,         69441,           34161,             38,     12092,         975,         21,                    282001,                       34139,                        148,        15100,           6482,            23
 376,         69558,           34218,             38,     11965,         988,         22,                    283505,                       34195,                        143,        15070,           6478,            23
 377,         69987,           34431,             38,     12250,         991,         21,                    285013,                       34407,                        143,        15117,           6510,            23
 378,         70506,           34689,             38,     11850,         996,         22,                    286525,                       34664,                        144,        15230,           6551,            24
 379,         70897,           34883,             41,     11972,        1013,         23,                    288041,                       34857,                        145,        15260,           6588,            32
 380,         71518,           35192,             39,     12116,         997,         23,                    289561,                       35164,                        146,        15323,           6604,            23
 381,         72261,           35562,             39,     12618,         985,         22,                    291085,                       35531,                        146,        15358,           6618,            23
 382,         72464,           35662,             54,     12528,        1007,         37,                    292613,                       35630,                        399,        15364,           6605,            24
 383,         73229,           36043,             58,     12669,        1024,         43,                    294145,                       36008,                        927,        15458,           6651,            31
 384,         73880,           36367,             69,     12339,        1025,         30,                    295681,                       36329,                        239,        15473,           6671,            24
 385,         74333,           36592,             40,     12042,        1036,         24,                    297221,                       36553,                        149,        15465,           6645,            24
 386,         74746,           36797,             41,     12377,        1038,         26,                    298765,                       36757,                        174,        15557,           6692,            24
 387,         75011,           36928,             41,     12530,        1041,         23,                    300313,                       36887,                        151,        15686,           6762,            23
 388,         75250,           37046,             41,     12150,        1044,         23,                    301865,                       37004,                        152,        15640,           6722,            23
 389,         75407,           37123,             41,     12831,        1041,         23,                    303421,                       37080,                        155,        15673,           6742,            24
 390,         76070,           37453,             41,     12765,        1032,         23,                    304981,                       37407,                        153,        15749,           6777,            24
 391,         76363,           37598,             41,     12282,        1062,         23,                    306545,                       37551,                        154,        15752,           6765,            24
 392,         76760,           37795,             42,     12570,        1080,         23,                    308113,                       37747,                        155,        15843,           6824,            24
 393,         77395,           38111,             42,     12498,        1057,         23,                    309685,                       38061,                        156,        15878,           6850,            27
 394,         78032,           38428,             42,     12595,        1054,         23,                    311261,                       38376,                        157,        15924,           6853,            24
 395,         78705,           38763,             43,     12608,        1042,         23,                    312841,                       38708,                        157,        15896,           6829,            24
 396,         78918,           38868,             43,     12642,        1067,         27,                    314425,                       38812,                        158,        15978,           6855,            32
 397,         79525,           39170,             48,     12888,        1042,         23,                    316013,                       39112,                        159,        15967,           6860,            24
 398,         80312,           39562,             44,     13187,        1055,         24,                    317605,                       39501,                        160,        16109,           6928,            24
 399,         80907,           39858,             44,     12757,        1081,         29,                    319201,                       39795,                        161,        16173,           6968,            24
 400,         81430,           40118,             44,     12839,        1077,         24,                    320801,                       40054,                        162,        16214,           6980,            55
 401,         81673,           40238,             44,     13038,        1076,         24,                    322405,                       40173,                        162,        16244,           6978,            24
 402,         81840,           40320,             44,     13162,        1103,         24,                    324013,                       40254,                        166,        16304,           7013,            25
 403,         82309,           40553,             44,     12981,        1104,         24,                    325625,                       40486,                        164,        16359,           7031,            25
 404,         83117,           40956,             45,     13554,        1079,         24,                    327241,                       40885,                        224,        16360,           7039,            35
 405,         83134,           40963,             65,     12853,        1080,         40,                    328861,                       40892,                        300,        16419,           7073,            38
 406,         83273,           41031,            156,     12994,        1104,         25,                    330485,                       40959,                        166,        16494,           7091,            25
 407,         83430,           41108,             45,     13255,        1108,         23,                    332113,                       41035,                        180,        16482,           7089,            25
 408,         84069,           41426,             45,     12947,        1095,         24,                    333745,                       41351,                        168,        16553,           7130,            25
 409,         84676,           41728,             46,     12947,        1096,         24,                    335381,                       41651,                        168,        16588,           7139,            25
 410,         85365,           42071,             46,     13348,        1094,         24,                    337021,                       41991,                        190,        16749,           7217,            25
 411,         86158,           42466,             46,     14056,        1075,         25,                    338665,                       42383,                        171,        16639,           7185,            25
 412,         86543,           42657,             46,     13316,        1118,         24,                    340313,                       42573,                        172,        16717,           7193,            25
 413,         86762,           42765,             47,     13621,        1097,         28,                    341965,                       42680,                        172,        16732,           7183,            26
 414,         86817,           42791,             47,     13337,        1093,         24,                    343621,                       42706,                        173,        16838,           7255,            25
 415,         87382,           43072,             47,     13311,        1087,         24,                    345281,                       42986,                        174,        16860,           7268,            26
 416,         87509,           43134,             47,     13505,        1096,         25,                    346945,                       43047,                        184,        16923,           7274,            26
 417,         87718,           43237,             47,     13663,        1104,         24,                    348613,                       43149,                        175,        17056,           7369,            26
 418,         88167,           43460,             48,     13300,        1128,         24,                    350285,                       43371,                        176,        17014,           7335,            25
 419,         88382,           43566,             47,     13299,        1116,         26,                    351961,                       43476,                        183,        17077,           7362,            37
 420,         88623,           43685,             48,     13554,        1155,         25,                    353641,                       43594,                        178,        17138,           7396,            68
 421,         88912,           43828,             48,     13311,        1123,         24,                    355325,                       43736,                        178,        17252,           7471,            26
 422,         89313,           44027,             96,     13797,        1123,         39,                    357013,                       43934,                        198,        17269,           7446,            26
 423,         89572,           44155,             48,     13735,        1113,         25,                    358705,                       44061,                        180,        17318,           7477,            26
 424,         90351,           44543,             49,     13995,        1145,         25,                    360401,                       44446,                        199,        17369,           7515,            26
 425,         90866,           44799,             49,     13967,        1141,         26,                    362101,                       44701,                        218,        17398,           7500,            26
 426,         91271,           45000,             49,     13525,        1162,         26,                    363805,                       44901,                        183,        17533,           7580,            27
 427,         91396,           45061,             49,     14178,        1161,         26,                    365513,                       44961,                        194,        17497,           7574,            27
 428,         91495,           45109,             49,     13981,        1139,         25,                    367225,                       45008,                        311,        17576,           7601,            32
 429,         91832,           45276,             77,     14049,        1157,         42,                    368941,                       45174,                        332,        17606,           7606,            36
 430,         91861,           45289,             67,     14471,        1145,         37,                    370661,                       45187,                        319,        17665,           7636,            38
 431,         91946,           45330,             66,     14389,        1138,         33,                    372385,                       45227,                        187,        17707,           7633,            27
 432,         92053,           45382,             50,     14376,        1151,         27,                    374113,                       45278,                        188,        17749,           7672,            27
 433,         92702,           45705,             50,     14268,        1162,         26,                    375845,                       45599,                        189,        17801,           7701,            30
 434,         93093,           45899,             50,     13870,        1172,         26,                    377581,                       45792,                        189,        17853,           7717,            27
 435,         93206,           45954,             50,     14134,        1201,         26,                    379321,                       45846,                        190,        17867,           7714,            27
 436,         93507,           46103,             50,     13978,        1157,         26,                    381065,                       45994,                        191,        17975,           7780,            27
 437,         93870,           46283,             54,     14273,        1158,         37,                    382813,                       46173,                        223,        17990,           7772,            27
 438,         94097,           46395,             51,     14030,        1178,         26,                    384565,                       46284,                        192,        18049,           7806,            28
 439,         94344,           46517,             51,     14048,        1159,         26,                    386321,                       46405,                        197,        18071,           7824,            59
 440,         94413,           46550,             51,     14646,        1180,         27,                    388081,                       46438,                        195,        18146,           7851,            28
 441,         94898,           46791,             51,     14458,        1190,         25,                    389845,                       46678,                        195,        18157,           7832,            27
 442,         95007,           46844,             51,     14076,        1194,         26,                    391613,                       46730,                        206,        18289,           7912,            28
 443,         95036,           46857,             51,     14135,        1205,         25,                    393385,                       46743,                        197,        18327,           7925,            27
 444,         95411,           47043,             52,     14053,        1206,         26,                    395161,                       46928,                        202,        18308,           7919,            39
 445,         96264,           47468,             73,     14904,        1207,         40,                    396941,                       47350,                        368,        18375,           7948,            42
 446,         97047,           47858,             74,     14691,        1205,        135,                    398725,                       47737,                        208,        18519,           8025,            28
 447,         97904,           48285,             53,     14859,        1194,         27,                    400513,                       48161,                        201,        18437,           7991,            28
 448,         98613,           48638,             53,     14951,        1200,         26,                    402305,                       48512,                        202,        18500,           7996,            28
 449,         99268,           48964,             53,     15281,        1196,         26,                    404101,                       48836,                        205,        18530,           8013,            28
 450,        100013,           49335,             62,     15116,        1206,         28,                    405901,                       49204,                        203,        18574,           8016,            28
 451,        100914,           49784,             54,     15546,        1233,         28,                    407705,                       49649,                        207,        18694,           8097,            31
