    n, insertion_cmp, insertion_swaps, insertion_time, quick_cmp, quick_swaps, quick_time, icantbelieveitcansort_cmp, icantbelieveitcansort_swaps, icantbelieveitcansort_time, heapsort_cmp, heapsort_swaps, heapsort_time
 5957,         23097,            2615,             34,    178226,        7965,        167,                  70983613,                       10934,                      32323,       376062,         173881,           368
 5958,         23100,            2615,             32,    176923,        7981,        166,                  71007445,                       10936,                      32242,       376155,         173920,           368
 5959,         23103,            2615,             34,    176658,        7941,        164,                  71031281,                       10938,                      32169,       376213,         173943,           368
 5960,         23108,            2616,             32,    177541,        8006,        169,                  71055121,                       10939,                      32241,       376302,         173993,           369
 5961,         23115,            2618,             32,    178533,        7988,        172,                  71078965,                       10941,                      32384,       376367,         174022,           368
 5962,         23120,            2619,             32,    177233,        7943,        221,                  71102813,                       10942,                      32389,       376407,         174041,           369
 5963,         23131,            2623,             32,    176971,        7948,        166,                  71126665,                       10946,                      32883,       376441,         174041,           369
 5964,         23134,            2623,             32,    176806,        7995,        166,                  71150521,                       10948,                      32510,       376544,         174092,           368
 5965,         23137,            2623,             33,    176758,        7985,        168,                  71174381,                       10950,                      32335,       376656,         174148,           369
 5966,         23142,            2624,             32,    175483,        7980,        165,                  71198245,                       10951,                      32585,       376693,         174167,           368
 5967,         23145,            2624,             32,    177658,        7989,        167,                  71222113,                       10953,                      32200,       376733,         174186,           369
 5968,         23148,            2624,             32,    176671,        7975,        166,                  71245985,                       10955,                      32869,       376816,         174220,           369
 5969,         23151,            2624,             32,    176593,        7979,        169,                  71269861,                       10957,                      32490,       376892,         174260,           370
 5970,         23158,            2626,             32,    175842,        7989,        168,                  71293741,                       10959,                      32935,       376944,         174272,           367
 5971,         23161,            2626,             34,    175904,        7978,        167,                  71317625,                       10961,                      32473,       377031,         174335,           369
 5972,         23164,            2626,             32,    176547,        8008,        168,                  71341513,                       10963,                      33293,       377056,         174335,           369
 5973,         23167,            2626,             33,    176316,        7995,        167,                  71365405,                       10965,                      32394,       377158,         174379,           370
 5974,         23170,            2626,             33,    175970,        7957,        166,                  71389301,                       10967,                      32512,       377245,         174430,           369
 5975,         23177,            2628,             32,    175564,        7947,        167,                  71413201,                       10969,                      34730,       377293,         174452,           377
 5976,         23182,            2629,             32,    176956,        8023,        167,                  71437105,                       10970,                      32717,       377385,         174493,           367
 5977,         23185,            2629,             33,    177267,        8028,        168,                  71461013,                       10972,                      32706,       377496,         174559,           369
 5978,         23188,            2629,             32,    176204,        7990,        170,                  71484925,                       10974,                      32735,       377549,         174561,           367
 5979,         23193,            2630,             32,    176720,        7982,        168,                  71508841,                       10975,                      33243,       377611,         174620,           372
 5980,         23196,            2630,             34,    175766,        7961,        168,                  71532761,                       10977,                      32597,       377658,         174632,           369
 5981,         23199,            2630,             32,    175813,        7961,        166,                  71556685,                       10979,                      32458,       377721,         174653,           370
 5982,         23202,            2630,             32,    184379,        7990,        171,                  71580613,                       10981,                      32602,       377813,         174715,           368
 5983,         23205,            2630,             33,    182534,        7989,        169,                  71604545,                       10983,                      32851,       377907,         174764,           371
 5984,         23208,            2630,             32,    180570,        8033,        170,                  71628481,                       10985,                      33059,       377918,         174758,           369
 5985,         23211,            2630,             33,    178144,        8060,        170,                  71652421,                       10987,                      32833,       377998,         174785,           371
 5986,         23214,            2630,             32,    179499,        8047,        170,                  71676365,                       10989,                      32708,       378092,         174837,           370
 5987,         23219,            2631,             35,    179330,        8046,        169,                  71700313,                       10990,                      32963,       378137,         174860,           370
 5988,         23222,            2631,             33,    181834,        8034,        170,                  71724265,                       10992,                      33160,       378220,         174905,           371
 5989,         23225,            2631,             33,    178965,        8023,        168,                  71748221,                       10994,                      33148,       378287,         174942,           385
 5990,         23230,            2632,             32,    177659,        8007,        167,                  71772181,                       10995,                      33073,       378384,         174985,           370
 5991,         23233,            2632,             33,    177638,        7994,        167,                  71796145,                       10997,                      32916,       378439,         175014,           368
 5992,         23236,            2632,             32,    180041,        8020,        170,                  71820113,                       10999,                      32673,       378486,         175024,           371
 5993,         23239,            2632,             32,    179846,        8020,        168,                  71844085,                       10999,                      32818,       378554,         175057,           369
 5994,         23242,            2632,             32,    181137,        8042,        169,                  71868061,                       11002,                      33286,       378679,         175137,           372
 5995,         23245,            2632,             33,    180956,        8012,        169,                  71892041,                       11004,                      32822,       378729,         175162,           370
 5996,         23248,            2632,             32,    177941,        8052,        173,                  71916025,                       11006,                      33076,       378816,         175188,           371
 5997,         23253,            2633,             33,    177703,        8006,        168,                  71940013,                       11007,                      32923,       378869,         175204,           368
 5998,         23260,            2635,             32,    177750,        8007,        169,                  71964005,                       11009,                      32703,       378960,         175251,           381
 5999,         23269,            2638,             33,    178504,        8017,        168,                  71988001,                       11012,                      33143,       378995,         175273,           370
 6000,         23272,            2638,             34,    181060,        7993,        178,                  72012001,                       11014,                      33534,       379033,         175285,           371
 6001,         23275,            2638,             32,    178421,        8000,        167,                  72036005,                       11016,                      33021,       379124,         175322,           368
 6002,         23278,            2638,             34,    178882,        7994,        168,                  72060013,                       11018,                      32687,       379207,         175379,           370
 6003,         23281,            2638,             32,    180309,        8005,        170,                  72084025,                       11020,                      33603,       379286,         175411,           372
 6004,         23284,            2638,             32,    178041,        7980,        167,                  72108041,                       11020,                      33005,       379382,         175461,           368
 6005,         23287,            2638,             34,    177923,        7991,        169,                  72132061,                       11023,                      32859,       379418,         175473,           375
 6006,         23292,            2639,             32,    178244,        7998,        168,                  72156085,                       11024,                      32817,       379488,         175494,           371
 6007,         23295,            2639,             33,    177963,        8045,        168,                  72180113,                       11026,                      32947,       379538,         175531,           372
 6008,         23298,            2639,             32,    178168,        8087,        168,                  72204145,                       11028,                      32799,       379621,         175584,           371
 6009,         23301,            2639,             33,    179575,        8068,        172,                  72228181,                       11030,                      33592,       379710,         175626,           374
 6010,         23304,            2639,             33,    183923,        8079,        170,                  72252221,                       11032,                      33048,       379760,         175637,           372
 6011,         23307,            2639,             33,    184128,        8068,        172,                  72276265,                       11034,                      32841,       379859,         175712,           368
 6012,         23310,            2639,             32,    180432,        8043,        170,                  72300313,                       11036,                      32862,       379915,         175731,           373
 6013,         23313,            2639,             33,    181624,        8055,        170,                  72324365,                       11038,                      32850,       379951,         175746,           372
 6014,         23318,            2640,             32,    182868,        8030,        171,                  72348421,                       11039,                      33678,       380040,         175780,           409
 6015,         23321,            2640,             34,    184829,        8034,        188,                  72372481,                       11041,                      32833,       380117,         175824,           415
 6016,         23330,            2643,             33,    177730,        8034,        180,                  72396545,                       11044,                      32991,       380199,         175873,           376
 6017,         23333,            2643,             33,    181388,        8038,        169,                  72420613,                       11046,                      32931,       380233,         175874,           561
 6018,         23336,            2643,             46,    177726,        8060,        172,                  72444685,                       11048,                      33627,       380315,         175909,           369
 6019,         23341,            2644,             33,    179437,        8107,        170,                  72468761,                       11049,                      33700,       380375,         175945,           373
 6020,         23348,            2646,             32,    177291,        7989,        168,                  72492841,                       11051,                      33238,       380440,         175977,           528
 6021,         23351,            2646,             33,    179639,        8065,        170,                  72516925,                       11053,                      33287,       380546,         176039,           373
 6022,         23354,            2646,             33,    179793,        8066,        171,                  72541013,                       11055,                      33330,       380610,         176058,           371
 6023,         23357,            2646,             33,    179865,        8062,        170,                  72565105,                       11057,                      33069,       380678,         176085,           373
 6024,         23360,            2646,             33,    184311,        8015,        171,                  72589201,                       11059,                      33329,       380737,         176101,           372
 6025,         23367,            2648,             33,    184574,        8027,        172,                  72613301,                       11061,                      33510,       380850,         176173,           374
 6026,         23370,            2648,             33,    184637,        8048,        172,                  72637405,                       11063,                      33954,       380865,         176175,           373
 6027,         23373,            2648,             33,    181547,        8037,        171,                  72661513,                       11065,                      33329,       380978,         176221,           375
 6028,         23376,            2648,             32,    189136,        8048,        173,                  72685625,                       11067,                      33323,       381024,         176241,           372
 6029,         23379,            2648,             33,    189039,        8048,        173,                  72709741,                       11069,                      32982,       381052,         176249,           375
 6030,         23382,            2648,             33,    187043,        8056,        173,                  72733861,                       11071,                      33794,       381220,         176364,           372
 6031,         23387,            2649,             33,    186523,        8037,        176,                  72757985,                       11072,                      33444,       381215,         176348,           373
 6032,         23390,            2649,             33,    180382,        8009,        169,                  72782113,                       11074,                      33280,       381295,         176377,           373
 6033,         23395,            2650,             33,    182621,        8051,        170,                  72806245,                       11075,                      33123,       381387,         176420,           371
 6034,         23398,            2650,             32,    178612,        8066,        170,                  72830381,                       11075,                      33323,       381460,         176464,           370
 6035,         23401,            2650,             32,    178387,        8041,        169,                  72854521,                       11078,                      33356,       381499,         176467,           375
 6036,         23404,            2650,             32,    182408,        8113,        170,                  72878665,                       11080,                      33001,       381579,         176521,           371
 6037,         23407,            2650,             33,    182675,        8138,        171,                  72902813,                       11082,                      33450,       381674,         176555,           372
 6038,         23410,            2650,             32,    184659,        8124,        173,                  72926965,                       11084,                      33127,       381684,         176549,           374
 6039,         23413,            2650,             32,    181951,        8107,        175,                  72951121,                       11086,                      33047,       381841,         176645,           375
 6040,         23418,            2651,             33,    182333,        8102,        171,                  72975281,                       11087,                      33502,       381860,         176640,           372
 6041,         23423,            2652,             33,    182267,        8091,        177,                  72999445,                       11088,                      33369,       381955,         176696,           387
 6042,         23430,            2654,             36,    180440,        8071,        172,                  73023613,                       11090,                      33517,       382035,         176735,           397
 6043,         23437,            2656,             33,    181053,        8086,        170,                  73047785,                       11092,                      33223,       382070,         176749,           375
 6044,         23440,            2656,             33,    182066,        8085,        171,                  73071961,                       11094,                      33366,       382162,         176780,           372
 6045,         23443,            2656,             33,    183318,        8100,        172,                  73096141,                       11096,                      33580,       382188,         176811,           372
 6046,         23446,            2656,             33,    182247,        8072,        169,                  73120325,                       11098,                      33282,       382299,         176867,           371
 6047,         23451,            2657,             33,    181439,        8089,        171,                  73144513,                       11099,                      33417,       382366,         176891,           377
 6048,         23456,            2658,             33,    183334,        8091,        170,                  73168705,                       11100,                      33235,       382440,         176925,           373
 6049,         23459,            2658,             34,    182520,        8095,        169,                  73192901,                       11102,                      33308,       382504,         176953,           373
 6050,         23462,            2658,             33,    189255,        8092,        174,                  73217101,                       11104,                      33466,       382577,         176988,           372
 6051,         23467,            2659,             34,    185742,        8067,        173,                  73241305,                       11105,                      33495,       382646,         177035,           375
 6052,         23470,            2659,             33,    178599,        8073,        167,                  73265513,                       11107,                      33359,       382742,         177069,           420
 6053,         23475,            2660,             34,    179040,        8119,        170,                  73289725,                       11108,                      33331,       382831,         177128,           375
 6054,         23482,            2662,             32,    178813,        8105,        168,                  73313941,                       11110,                      33598,       382869,         177146,           375
 6055,         23485,            2662,             33,    179229,        8127,        171,                  73338161,                       11112,                      33377,       382943,         177182,           374
 6056,         23488,            2662,             33,    180901,        8132,        173,                  73362385,                       11114,                      33318,       382999,         177208,           373
 6057,         23491,            2662,             33,    180802,        8112,        173,                  73386613,                       11116,                      33734,       383066,         177237,           385
 6058,         23494,            2662,             33,    181291,        8121,        170,                  73410845,                       11118,                      33711,       383138,         177254,           375
 6059,         23497,            2662,             33,    181441,        8128,        173,                  73435081,                       11120,                      33620,       383183,         177272,           375
 6060,         23500,            2662,             33,    185145,        8132,        174,                  73459321,                       11120,                      34196,       383265,         177329,           374
 6061,         23503,            2662,             33,    181422,        8098,        170,                  73483565,                       11123,                      33764,       383327,         177349,           398
 6062,         23506,            2662,             36,    180647,        8105,        206,                  73507813,                       11125,                      33433,       383420,         177412,           375
 6063,         23511,            2663,             33,    180465,        8109,        172,                  73532065,                       11126,                      33871,       383497,         177442,           376
 6064,         23514,            2663,             33,    180879,        8124,        173,                  73556321,                       11128,                      33916,       383598,         177508,           376
 6065,         23521,            2665,             33,    181185,        8116,        169,                  73580581,                       11130,                      35488,       383637,         177525,           373
 6066,         23524,            2665,             33,    180900,        8127,        170,                  73604845,                       11132,                      33738,       383747,         177581,           418
 6067,         23527,            2665,             33,    180747,        8115,        169,                  73629113,                       11134,                      33258,       383788,         177575,           374
 6068,         23530,            2665,             34,    184440,        8122,        169,                  73653385,                       11136,                      33519,       383848,         177617,           378
 6069,         23533,            2665,             33,    184605,        8126,        172,                  73677661,                       11138,                      33515,       383913,         177642,           372
 6070,         23536,            2665,             34,    181437,        8088,        169,                  73701941,                       11140,                      33718,       384020,         177700,           375
 6071,         23539,            2665,             33,    181953,        8112,        170,                  73726225,                       11142,                      33994,       384094,         177731,           373
 6072,         23546,            2667,             33,    180632,        8132,        172,                  73750513,                       11144,                      33523,       384122,         177748,           444
 6073,         23549,            2667,             33,    181293,        8155,        171,                  73774805,                       11146,                      33728,       384160,         177755,           375
 6074,         23552,            2667,             33,    186138,        8140,        171,                  73799101,                       11148,                      34706,       384273,         177828,           376
 6075,         23555,            2667,             33,    186038,        8137,        173,                  73823401,                       11150,                      33769,       384344,         177857,           462
 6076,         23558,            2667,             39,    187111,        8102,        211,                  73847705,                       11152,                      33683,       384424,         177914,           378
 6077,         23561,            2667,             34,    182127,        8084,        169,                  73872013,                       11154,                      33756,       384497,         177943,           376
 6078,         23564,            2667,             33,    184991,        8108,        174,                  73896325,                       11156,                      33843,       384533,         177956,           391
 6079,         23567,            2667,             36,    185022,        8111,        173,                  73920641,                       11158,                      34080,       384632,         178012,           376
 6080,         23572,            2668,             33,    181725,        8158,        170,                  73944961,                       11159,                      33867,       384687,         178031,           375
 6081,         23575,            2668,             33,    179533,        8139,        170,                  73969285,                       11161,                      33976,       384752,         178070,           375
 6082,         23580,            2669,             33,    182852,        8152,        172,                  73993613,                       11162,                      33562,       384832,         178111,           376
 6083,         23591,            2673,             33,    182862,        8152,        174,                  74017945,                       11166,                      33661,       384902,         178149,           377
 6084,         23594,            2673,             33,    180284,        8117,        170,                  74042281,                       11168,                      34137,       384962,         178153,           377
 6085,         23597,            2673,             33,    186254,        8153,        173,                  74066621,                       11170,                      33908,       385017,         178176,           375
 6086,         23600,            2673,             33,    180765,        8126,        169,                  74090965,                       11172,                      34286,       385127,         178233,           377
 6087,         23603,            2673,             33,    181805,        8163,        172,                  74115313,                       11174,                      34271,       385164,         178264,           375
 6088,         23606,            2673,             33,    179933,        8193,        172,                  74139665,                       11176,                      33928,       385253,         178312,           377
 6089,         23609,            2673,             33,    181246,        8208,        172,                  74164021,                       11178,                      34052,       385324,         178352,           566
 6090,         23616,            2675,             33,    186880,        8140,        172,                  74188381,                       11180,                      33919,       385371,         178359,           374
 6091,         23623,            2677,             33,    189477,        8153,        177,                  74212745,                       11182,                      34756,       385476,         178418,           377
 6092,         23626,            2677,             33,    184280,        8210,        172,                  74237113,                       11184,                      33685,       385536,         178448,           377
 6093,         23629,            2677,             33,    182892,        8203,        171,                  74261485,                       11186,                      33886,       385611,         178478,           375
 6094,         23632,            2677,             33,    186496,        8180,        176,                  74285861,                       11188,                      33953,       385669,         178502,           375
 6095,         23635,            2677,             33,    188047,        8174,        174,                  74310241,                       11188,                      34355,       385756,         178560,           374
 6096,         23638,            2677,             33,    180608,        8162,        170,                  74334625,                       11191,                      33809,       385809,         178597,           378
 6097,         23641,            2677,             33,    180426,        8164,        170,                  74359013,                       11193,                      33737,       385867,         178614,           375
 6098,         23644,            2677,             33,    185019,        8138,        173,                  74383405,                       11195,                      33725,       385949,         178650,           387
 6099,         23649,            2678,             34,    184924,        8145,        172,                  74407801,                       11196,                      33725,       386050,         178700,           376
 6100,         23652,            2678,             33,    184030,        8193,        173,                  74432201,                       11198,                      33822,       386133,         178738,           377
 6101,         23655,            2678,             33,    182912,        8216,        171,                  74456605,                       11200,                      33883,       386153,         178755,           375
 6102,         23660,            2679,             34,    186216,        8158,        174,                  74481013,                       11201,                      33814,       386241,         178798,           426
 6103,         23667,            2681,             33,    183589,        8189,        175,                  74505425,                       11203,                      34083,       386335,         178845,           379
 6104,         23672,            2682,             34,    183315,        8186,        172,                  74529841,                       11204,                      33828,       386399,         178878,           378
 6105,         23679,            2684,             33,    182452,        8214,        243,                  74554261,                       11206,                      33902,       386425,         178873,           376
 6106,         23682,            2684,             33,    185593,        8215,        170,                  74578685,                       11208,                      34022,       386516,         178933,           377
 6107,         23685,            2684,             33,    186645,        8188,        173,                  74603113,                       11210,                      33753,       386587,         178967,           375
 6108,         23688,            2684,             33,    183461,        8200,        173,                  74627545,                       11210,                      34328,       386642,         178995,           376
 6109,         23691,            2684,             33,    183214,        8210,        247,                  74651981,                       11213,                      34275,       386743,         179051,           378
 6110,         23694,            2684,             33,    184152,        8261,        174,                  74676421,                       11215,                      33874,       386822,         179090,           378
 6111,         23697,            2684,             33,    184172,        8245,        174,                  74700865,                       11217,                      33852,       386860,         179110,           380
 6112,         23704,            2686,             33,    180957,        8203,        169,                  74725313,                       11219,                      33963,       386925,         179131,           380
 6113,         23709,            2687,             33,    183163,        8177,        174,                  74749765,                       11220,                      34022,       387000,         179158,           375
 6114,         23712,            2687,             33,    182159,        8160,        169,                  74774221,                       11222,                      34198,       387064,         179193,           378
 6115,         23715,            2687,             33,    182651,        8187,        194,                  74798681,                       11224,                      34184,       387149,         179241,           384
 6116,         23718,            2687,             33,    182626,        8160,        172,                  74823145,                       11226,                      34081,       387198,         179267,           378
 6117,         23723,            2688,             33,    182325,        8163,        171,                  74847613,                       11227,                      33922,       387278,         179314,           380
 6118,         23728,            2689,             33,    182482,        8181,        174,                  74872085,                       11228,                      34462,       387342,         179341,           376
 6119,         23735,            2691,             33,    183208,        8174,        174,                  74896561,                       11230,                      33979,       387410,         179369,           376
 6120,         23742,            2693,             34,    180950,        8202,        170,                  74921041,                       11232,                      34310,       387491,         179407,           377
 6121,         23745,            2693,             33,    180858,        8189,        172,                  74945525,                       11234,                      34864,       387533,         179420,           379
 6122,         23748,            2693,             34,    181890,        8180,        170,                  74970013,                       11236,                      34812,       387594,         179469,           376
 6123,         23751,            2693,             35,    180977,        8180,        168,                  74994505,                       11238,                      34221,       387732,         179543,           379
 6124,         23754,            2693,             33,    182436,        8214,        173,                  75019001,                       11240,                      34392,       387769,         179547,           380
 6125,         23757,            2693,             33,    182001,        8232,        170,                  75043501,                       11242,                      34521,       387838,         179585,           400
 6126,         23760,            2693,             34,    193976,        8240,        176,                  75068005,                       11244,                      34502,       387917,         179626,           379
 6127,         23763,            2693,             34,    189477,        8219,        173,                  75092513,                       11246,                      34189,       387983,         179654,           380
 6128,         23768,            2694,             33,    195361,        8206,        177,                  75117025,                       11247,                      34042,       388072,         179708,           379
 6129,         23771,            2694,             33,    195280,        8208,        175,                  75141541,                       11249,                      34248,       388154,         179751,           380
 6130,         23774,            2694,             33,    184613,        8170,        174,                  75166061,                       11251,                      34659,       388194,         179777,           375
 6131,         23779,            2695,             33,    184016,        8232,        174,                  75190585,                       11252,                      34135,       388273,         179805,           377
 6132,         23784,            2696,             33,    185005,        8228,        173,                  75215113,                       11253,                      34182,       388351,         179854,           376
 6133,         23787,            2696,             33,    185107,        8216,        174,                  75239645,                       11255,                      34369,       388427,         179894,           377
 6134,         23790,            2696,             34,    195122,        8217,        175,                  75264181,                       11257,                      34936,       388514,         179930,           379
 6135,         23793,            2696,             33,    194644,        8213,        213,                  75288721,                       11259,                      35215,       388555,         179945,           382
 6136,         23798,            2697,             33,    180746,        8248,        173,                  75313265,                       11260,                      34580,       388619,         179972,           380
 6137,         23801,            2697,             33,    183000,        8235,        172,                  75337813,                       11262,                      34404,       388665,         179993,           380
 6138,         23804,            2697,             33,    182754,        8244,        175,                  75362365,                       11264,                      34429,       388760,         180060,           380
 6139,         23807,            2697,             35,    182760,        8217,        172,                  75386921,                       11266,                      35029,       388808,         180077,           380
 6140,         23814,            2699,             34,    181119,        8231,        171,                  75411481,                       11268,                      34415,       388896,         180124,           383
 6141,         23817,            2699,             41,    182002,        8233,        172,                  75436045,                       11270,                      34484,       388966,         180162,           381
 6142,         23820,            2699,             34,    182624,        8224,        171,                  75460613,                       11272,                      34579,       389059,         180208,           379
 6143,         23825,            2700,             33,    183256,        8236,        171,                  75485185,                       11273,                      34723,       389051,         180191,           383
 6144,         23830,            2701,             37,    184438,        8223,        174,                  75509761,                       11274,                      34200,       389143,         180236,           377
 6145,         23833,            2701,             33,    184626,        8193,        174,                  75534341,                       11276,                      34275,       389251,         180311,           379
 6146,         23836,            2701,             33,    188237,        8278,        176,                  75558925,                       11278,                      34686,       389373,         180372,           379
 6147,         23839,            2701,             33,    189896,        8249,        177,                  75583513,                       11280,                      34914,       389368,         180332,           380
 6148,         23842,            2701,             33,    190067,        8243,        174,                  75608105,                       11282,                      34802,       389502,         180403,           379
 6149,         23845,            2701,             34,    190929,        8226,        176,                  75632701,                       11284,                      34337,       389526,         180409,           379
 6150,         23848,            2701,             33,    183007,        8246,        175,                  75657301,                       11286,                      34438,       389594,         180422,           381
 6151,         23853,            2702,             34,    182396,        8268,        172,                  75681905,                       11287,                      34665,       389681,         180484,           380
 6152,         23858,            2703,             34,    185136,        8288,        173,                  75706513,                       11288,                      37291,       389709,         180463,           401
 6153,         23861,            2703,             34,    184230,        8274,        175,                  75731125,                       11290,                      34804,       389807,         180527,           381
 6154,         23864,            2703,             35,    185421,        8276,        175,                  75755741,                       11292,                      34492,       389841,         180526,           379
 6155,         23867,            2703,             33,    185316,        8284,        175,                  75780361,                       11294,                      34458,       389949,         180596,           382
 6156,         23874,            2705,             34,    183954,        8288,        174,                  75804985,                       11296,                      35391,       390024,         180618,           383
 6157,         23883,            2708,             33,    188486,        8266,        176,                  75829613,                       11299,                      34641,       390074,         180643,           383
 6158,         23894,            2712,             34,    183506,        8259,        174,                  75854245,                       11303,                      34750,       390133,         180670,           379
 6159,         23897,            2712,             34,    184824,        8228,        176,                  75878881,                       11305,                      35107,       390198,         180689,           380
 6160,         23900,            2712,             34,    183732,        8225,        173,                  75903521,                       11307,                      35692,       390306,         180738,           380
 6161,         23905,            2713,             36,    187260,        8176,        173,                  75928165,                       11308,                      34432,       390364,         180770,           382
 6162,         23912,            2715,             33,    183587,        8217,        171,                  75952813,                       11310,                      34847,       390505,         180849,           380
